link_id,observed_volume,count_id,road_name,route_id,county
mdot_aadt_B080090_5163,8160.00000000,B080090,Billingsley Rd,08000CO01955  01WW**************,Charles
mdot_aadt_B1839_5164,5072.00000000,B1839,Race St,09000MD00341  01NN**************,Dorchester
mdot_aadt_B020092_5165,2410.00000000,B020092,Rutland Rd,02000CO02712  01SS**************,Anne Arundel
mdot_aadt_B160033_5166,4822.00000000,B160033,34th St,16014MU00340  01NN**************,Prince George's
mdot_aadt_S2013220199_5167,2270.00000000,S2013220199,Circle Ave,22133MU00540  01WW**************,Wicomico
mdot_aadt_S2000170056_5168,1882.00000000,S2000170056,Schooner Pkwy,17000MD00835F 01NN**************,Queen Anne's
mdot_aadt_S2000210043_5169,1343.00000000,S2000210043,Ramp 7 Fr Md 58 Wb To Ramp 6 (to Is 81),21000RP00081  02WWIS7         07,Washington
mdot_aadt_B4129_5170,1055.00000000,B4129,Nanticoke Rd,22000MD00349  01EE**************,Wicomico
mdot_aadt_B030117_5171,5472.00000000,B030117,Marriottsville Rd,03000CO00533  01NN**************,Baltimore
mdot_aadt_S2017210277_5172,2652.00000000,S2017210277,Garland Groh Blvd,21073MU00885  01SS**************,Washington
mdot_aadt_B3610_5173,20671.00000000,B3610,Point Lookout Rd,18000MD00005  01NN**************,St. Mary's
mdot_aadt_S2011160016_5174,4232.00000000,S2011160016,Ramp 7 Fr Is 95 Ls To Rp 9 (to Natl Hbr),16000RP00095  02WWIS2         07,Prince George's
mdot_aadt_V2013000603_5175,2232.00000000,V2013000603,Ramp 8 Fr Md 717 Sb To Md 4 Wb,16000RP00004  02WWMD2         08,Prince George's
mdot_aadt_B030045_5176,41891.00000000,B030045,York Rd,03000MD00045  01NN**************,Baltimore
mdot_aadt_B010009_5177,111.00000000,B010009,Washington Hollow Rd,01000CO00123  01NN**************,Allegany
mdot_aadt_S2012240261_5178,741.00000000,S2012240261,Ailsa Ave,24999MU02555  01EE**************,Baltimore City
mdot_aadt_B2154_5179,21391.00000000,B2154,National Freeway,11000IS00068  01EE**************,Garrett
mdot_aadt_S2005160013_5180,6231.00000000,S2005160013,Ramp 8 Fr Us 301 Sb To Md 214 Wb,16000RP00301  02SSUS20        08,Prince George's
mdot_aadt_B3131_5181,71350.00000000,B3131,Branch Ave,16000MD00005  01NN**************,Prince George's
mdot_aadt_S2011020827_5182,18962.00000000,S2011020827,Jumpers Hole Rd,02000CO04505  01NN**************,Anne Arundel
mdot_aadt_S2012161172_5183,21401.00000000,S2012161172,Marlboro Pike,16000CO03074  01SS**************,Prince George's
mdot_aadt_S2010160144_5184,1603.00000000,S2010160144,Ramp 3 Fr Md 458 Eb To Suitland Pkwy,16000RP00119  02NNGV2         03,Prince George's
mdot_aadt_S2014020028_5185,8173.00000000,S2014020028,Ramp 10 Fr Md 2 Sb To Us 50 Eb,02000RP00050  02SSUS27        10,Anne Arundel
mdot_aadt_S2012241438_5186,3921.00000000,S2012241438,Wilkens Ave,24999MU06141  01EE**************,Baltimore City
mdot_aadt_B3186_5187,23491.00000000,B3186,Edmonston Ave,16000MD00201  01NN**************,Prince George's
mdot_aadt_S2012150681_5188,10131.00000000,S2012150681,Middlebrook Rd,15000CO00141  01EE**************,Montgomery
mdot_aadt_B3640_5189,3455.00000000,B3640,Colton Point Rd,18000MD00242  01NN**************,St. Mary's
mdot_aadt_V2013000626_5190,5455.00000000,V2013000626,Ramp 5 Fr Ramp 8 (fr Md 202) To Us 50 Eb,16000RP00050  02SSUS3         05,Prince George's
mdot_aadt_B240141_5191,8232.00000000,B240141,N Broadway,24999MU01440  01NN**************,Baltimore City
mdot_aadt_B210025_5192,6072.00000000,B210025,Mt Aetna Rd,21073MU01650  01WW**************,Washington
mdot_aadt_S1999150151_5193,4301.00000000,S1999150151,Ramp 3 Fr Md 190 Eb To Ramp 2 (to Is495),15000RP00495  02NNIS39        03,Montgomery
mdot_aadt_B3608_5194,7024.00000000,B3608,Washington St,18091MU00230  01SS**************,St. Mary's
mdot_aadt_S2000210056_5195,2112.00000000,S2000210056,Ramp 1 Fr Ramp 4 To Maugans Ave,21000RP00081  02NNIS9         01,Washington
mdot_aadt_B1663_5196,4751.00000000,B1663,Blue Ball Rd,07000MD00545  01NN**************,Cecil
mdot_aadt_S2009210011_5197,294.00000000,S2009210011,Ramp 7 Fr Is 68 Wb To Md 144wb Sb,21000RP00068  02WWIS77        07,Washington
mdot_aadt_S2002240024_5198,6215.00000000,S2002240024,Ramp 1 Fr Is 95 Nb To Interstate Ave,24000RP00095  02NNIS57        01,Baltimore City
mdot_aadt_S2012161136_5199,3131.00000000,S2012161136,New Riggs Rd,16000CO01668  01WW**************,Prince George's
mdot_aadt_S2012150854_5200,4641.00000000,S2012150854,Olney Mill Rd,15000CO04089  01NN**************,Montgomery
mdot_aadt_S2011120692_5201,5512.00000000,S2011120692,Maitland St,12007MU00550  01SS**************,Harford
mdot_aadt_B070022_5202,883.00000000,B070022,Hemphill St,07000MD00284  01NN**************,Cecil
mdot_aadt_S2011220136_5203,162.00000000,S2011220136,Ramp 6 Fr Us 13 Eb To Md 513 Sb,22000RP00013  02SSUS29        06,Wicomico
mdot_aadt_S1999030116_5204,4741.00000000,S1999030116,Ramp 8 Fr Is 695 Sb To Md 122 Wb,03000RP00695  02WWIS17        08,Baltimore
mdot_aadt_S1999160068_5205,6240.00000000,S1999160068,Ramp 6 Fr Md 212 Eb To Is 95 Sb,16000RP00095  02EEIS29        06,Prince George's
mdot_aadt_B070023_5206,602.00000000,B070023,Cokesbury Rd,07000CO00109  01NN**************,Cecil
mdot_aadt_S1998160230_5207,1520.00000000,S1998160230,Ramp 1 Fr Us 301 Nb To Md 4 Wb,16000RP00301  02NNUS14        01,Prince George's
mdot_aadt_B1515_5208,9954.00000000,B1515,Main St,06000MD00030BU01NN**************,Carroll
mdot_aadt_BC008_5209,35344.00000000,BC008,Harbor Tunnel Thruway,24000IS00895  01NN**************,Baltimore City
mdot_aadt_B3151_5210,203671.00000000,B3151,Capital Beltway,16000IS00095  01NN**************,Prince George's
mdot_aadt_B210005_5211,710.00000000,B210005,Water St,21138MU00100  01EE**************,Washington
mdot_aadt_B160006_5212,14962.00000000,B160006,Brightseat Rd,16000MD00202E 01SS**************,Prince George's
mdot_aadt_S2012161230_5213,15211.00000000,S2012161230,Mitchellville Rd,16013MU01826  01NN**************,Prince George's
mdot_aadt_V2013000631_5214,4735.00000000,V2013000631,Ramp 8 Fr Md 410 Sb To Us 50 Wb,16000RP00050  02SSUS5         08,Prince George's
mdot_aadt_B4036_5215,1512.00000000,B4036,Fairview Rd,21000MD00494  01EE**************,Washington
mdot_aadt_S1997160074_5216,6084.00000000,S1997160074,Ramp 6 Fr Md 214 Eb To Is 95 Sb,16000RP00095  02SSIS15        06,Prince George's
mdot_aadt_S2002240035_5217,7013.00000000,S2002240035,Ramp 4 Fr Is 95 Nb To Us 40 Eb,24000RP00095  02NNIS61        04,Baltimore City
mdot_aadt_S2009240015_5218,31731.00000000,S2009240015,E Lombard St,24999MU01390  01WW**************,Baltimore City
mdot_aadt_B3218_5219,22560.00000000,B3218,E Capitol St,16000MD00214  01EE**************,Prince George's
mdot_aadt_S2012150684_5220,12211.00000000,S2012150684,Aspen Hill Rd,15000CO00142  01NN**************,Montgomery
mdot_aadt_S1999160055_5221,13935.00000000,S1999160055,Ramp 6 Fr Is 95 Eb To Md 201 Sb,16000RP00095  02SSIS23        06,Prince George's
mdot_aadt_S2001020092_5222,30340.00000000,S2001020092,Annapolis Rd,02000MD00175  01NN**************,Anne Arundel
mdot_aadt_B240202_5223,16282.00000000,B240202,Potee St (sb Couplet),24000MD00002  09SS**************,Baltimore City
mdot_aadt_S2000210073_5224,10580.00000000,S2000210073,Ramp 2 Fr Ramp 9 To Ramp 12 (to Is81 Nb),21000RP00070  02WWIS26        02,Washington
mdot_aadt_S2006120026_5225,4752.00000000,S2006120026,Wheel Rd,12000CO00216  01SS**************,Harford
mdot_aadt_S2004160079_5226,2625.00000000,S2004160079,Ramp 6 Fr Md 223 Eb To Ramp 7 (to Md 5),16000RP00005  02EEMD7         06,Prince George's
mdot_aadt_S2004170011_5227,1685.00000000,S2004170011,Ramp 7 Fr Ramp 2 (fr Us301) To Md 213 Sb,17000RP00301  02WWUS89        07,Queen Anne's
mdot_aadt_S2012161111_5228,2111.00000000,S2012161111,Capitol Heights Blvd                    ,16000CO00393  01NN**************,Prince George's
mdot_aadt_B4123_5229,4745.00000000,B4123,E Main St,22000MD00346  01EE**************,Wicomico
mdot_aadt_S2005130044_5230,3073.00000000,S2005130044,Ramp 2 Fr Is 70 Wb To Md 97 Nb,13000RP00070  02WWIS76        02,Howard
mdot_aadt_S2010170011_5231,53.00000000,S2010170011,Ramp 7 Fr Us 301 Wb To Ramp 8 (to Md290),17000RP00301  02NNUS106       07,Queen Anne's
mdot_aadt_B100039_5232,7602.00000000,B100039,Mccain Dr,10057MU00925  01SS**************,Frederick
mdot_aadt_S2000020139_5233,10882.00000000,S2000020139,Ramp 4 Fr Md 295 Nb To Is 695 Eb,02000RP00695  02EEIS7         04,Anne Arundel
mdot_aadt_S2010160067_5234,520.00000000,S2010160067,Ramp 4 Fr Md 717 Nb To Ramp 5,16000RP00004  02EEMD2         04,Prince George's
mdot_aadt_S2007030024_5235,3444.00000000,S2007030024,Ramp 8 Fr Is 695 Sb To Cromwell Brdg Rd,03000RP00695  02SSIS29A       08,Baltimore
mdot_aadt_S1998130102_5236,19950.00000000,S1998130102,Ramp 4 Fr Is 95 Nb To Md 100 Eb,13000RP00095  02EEIS43        04,Howard
mdot_aadt_B240066_5237,1811.00000000,B240066,Hull St,24999MU04515  01NN**************,Baltimore City
mdot_aadt_S1998160231_5238,2440.00000000,S1998160231,Ramp 7 Fr Md 4 Wb To Us 301 Sb,16000RP00301  02WWUS14        07,Prince George's
mdot_aadt_S1998210019_5239,3783.00000000,S1998210019,Ramp 7 Fr Us 40 Wb To Is 81 Sb,21000RP00081  02WWIS6         07,Washington
mdot_aadt_V2013000680_5240,36491.00000000,V2013000680,Ramp 3 Fr Is 595/us 50 To Is 95 Nb,16000RP00095  02EEIS19        03,Prince George's
mdot_aadt_S2012030149_5241,7581.00000000,S2012030149,Oakleigh Rd                             ,03000CO03429  01NN**************,Baltimore
mdot_aadt_S2010160143_5242,2523.00000000,S2010160143,Ramp 2 Fr Md 458 Wb To Suitland Pkwy,16000RP00119  02WWGV2         02,Prince George's
mdot_aadt_V2013000632_5243,22335.00000000,V2013000632,Ramp 5 Fr Us 50pa Sb To Us 50 Eb,16000RP00050  02EEUS6         05,Prince George's
mdot_aadt_B3184_5244,54291.00000000,B3184,Kenilworth Ave,16000MD00201  01NN**************,Prince George's
mdot_aadt_B040019_5245,2330.00000000,B040019,Jewell Rd,02000CO03535  01WW**************,Anne Arundel
mdot_aadt_B3944_5246,5195.00000000,B3944,Greencastle Pike,21000MD00063  01NN**************,Washington
mdot_aadt_B030026_5247,7252.00000000,B030026,Joppa Rd W,03000CO07032  01WW**************,Baltimore
mdot_aadt_S2014200572_5248,655.00000000,S2014200572,Island Creek Rd,20147MU00030  01EE**************,Talbot
mdot_aadt_B2898_5249,7881.00000000,B2898,Philadelphia Ave,15000MD00410  01EE**************,Montgomery
mdot_aadt_B3226_5250,18572.00000000,B3226,Suitland Rd,16000MD00218  01EE**************,Prince George's
mdot_aadt_S2012161142_5251,7221.00000000,S2012161142,23rd Pkwy,16000CO01084  01NN**************,Prince George's
mdot_aadt_B0734_5252,6744.00000000,B0734,Defense Hwy,02000MD00450  01EE**************,Anne Arundel
mdot_aadt_S1997160075_5253,9931.00000000,S1997160075,Ramp 3 Fr Md 214 Eb To Is 95 Nb,16000RP00095  02SSIS15        03,Prince George's
mdot_aadt_B1007_5254,8972.00000000,B1007,Seminary Ave,03000MD00131  01EE**************,Baltimore
mdot_aadt_B1461_5255,2120.00000000,B1461,Bethlehem Rd,05000MD00578  01EE**************,Caroline
mdot_aadt_B0831_5256,8295.00000000,B0831,Odenton Rd,02000CO04645  01EE**************,Anne Arundel
mdot_aadt_S2014120565_5257,2705.00000000,S2014120565,Madonna Rd,12000CO00022  01NN**************,Harford
mdot_aadt_B3522_5258,2422.00000000,B3522,Sudlersville Rd,17000MD00300  01EE**************,Queen Anne's
mdot_aadt_B1860_5259,7652.00000000,B1860,Washington St,09000MD00343  01EE**************,Dorchester
mdot_aadt_B2909_5260,18711.00000000,B2909,Veirs Mill Rd,15000MD00586  01EE**************,Montgomery
mdot_aadt_B1671_5261,7052.00000000,B1671,Singerly Rd,07000MD00213  01NN**************,Cecil
mdot_aadt_S2014220607_5262,574.00000000,S2014220607,South Upper Ferry Rd,22000CO00144  01NN**************,Wicomico
mdot_aadt_B0606_5263,36532.00000000,B0606,Solomons Island Rd,02000MD00002  01NN**************,Anne Arundel
mdot_aadt_P0059_5264,28504.00000000,P0059,Ocean Hwy,22000US00013  01NN**************,Wicomico
mdot_aadt_B190007_5265,1443.00000000,B190007,Sam Barnes Rd,19000MD00673A 01EE**************,Somerset
mdot_aadt_S2012030040_5266,5271.00000000,S2012030040,Orems Rd,03000CO04553  01EE**************,Baltimore
mdot_aadt_B2362_5267,11502.00000000,B2362,Jarrettsville Pike,12000MD00146  01NN**************,Harford
mdot_aadt_S2014190563_5268,875.00000000,S2014190563,Perryhawkin Rd,19000CO00213  01SS**************,Somerset
mdot_aadt_B240221_5269,17043.00000000,B240221,Key Hwy,24999MU00036  01SS**************,Baltimore City
mdot_aadt_B160116_5270,28292.00000000,B160116,Laurel Bowie Rd,16000MD00197  01NN**************,Prince George's
mdot_aadt_B3959_5271,10102.00000000,B3959,Mapleville Rd,21000MD00066  01NN**************,Washington
mdot_aadt_S1997160084_5272,2955.00000000,S1997160084,Ramp 9 Fr Md 202 Sb To Ramp 2 (to Is 95),16000RP00095  02NNIS17        09,Prince George's
mdot_aadt_S2012151286_5273,1922.00000000,S2012151286,Ramp 1 Fr Rp 4 (fr Us 29 Nb) To Md200 Wb,15000RP00200  02NNMD16        01,Montgomery
mdot_aadt_B160025_5274,472.00000000,B160025,Cherrywood La,16013MU00440  01SS**************,Prince George's
mdot_aadt_S1997160080_5275,9481.00000000,S1997160080,Ramp 5 Fr Is 95 Sb To Md 214 Eb,16000RP00095  02SSIS15        05,Prince George's
mdot_aadt_S2006130078_5276,2241.00000000,S2006130078,Ramp 6 Fr Johns Hopkins Rd To Us 29 Sb,13000RP00029  02EEUS15        06,Howard
mdot_aadt_S2012161188_5277,10661.00000000,S2012161188,Old Branch Ave,16000CO03675  01NN**************,Prince George's
mdot_aadt_S2014220610_5278,734.00000000,S2014220610,Parsonburg Melson Rd,22000CO00619  01NN**************,Wicomico
mdot_aadt_B2411_5279,1042.00000000,B2411,Prospect Rd,12000MD00646  01NN**************,Harford
mdot_aadt_B4020_5280,7352.00000000,B4020,Mapleville Rd,21000MD00066  01NN**************,Washington
mdot_aadt_S2012161072_5281,8511.00000000,S2012161072,Rosaryville Rd,16000CO00131  01SS**************,Prince George's
mdot_aadt_B0680_5282,16450.00000000,B0680,Dorsey Rd,02000MD00176  01EE**************,Anne Arundel
mdot_aadt_S2012150933_5283,1021.00000000,S2012150933,Shepherd St,15097MU00090  01SS**************,Montgomery
mdot_aadt_B060074_5284,1570.00000000,B060074,Bollinger Rd,06000CO00523  01WW**************,Carroll
mdot_aadt_S2012240267_5285,9191.00000000,S2012240267,Hillen Rd,24999MU02570  01NN**************,Baltimore City
mdot_aadt_S2011020848_5286,12562.00000000,S2011020848,Cape St Claire Rd,02000MD00179  01EE**************,Anne Arundel
mdot_aadt_V2013000751_5287,5901.00000000,V2013000751,Ramp 6 Fr Us 50 Eb To Md 8 Sb,17000RP00050  02EEUS37        06,Queen Anne's
mdot_aadt_S2011160012_5288,13242.00000000,S2011160012,Ramp 1 Fr Natl Harbor Blvd To Is 95 Ls,16000RP00095  02NNIS2         01,Prince George's
mdot_aadt_S2012150667_5289,15841.00000000,S2012150667,Arcola Ave,15000CO00124  01EE**************,Montgomery
mdot_aadt_B2987_5290,9714.00000000,B2987,Gaither Rd,15000CO00213  01EE**************,Montgomery
mdot_aadt_S2012150883_5291,1211.00000000,S2012150883,Eggert Dr                               ,15000CO05177  01SS**************,Montgomery
mdot_aadt_B110011_5292,6205.00000000,B110011,E Memorial Dr,11113MU00280  01EE**************,Garrett
mdot_aadt_B4146_5293,8480.00000000,B4146,Camden Ave,22133MU00370  01SS**************,Wicomico
mdot_aadt_S2009030009_5294,1694.00000000,S2009030009,Ramp 3 Fr Md 151 Eb To Md 150 Nb,03000RP00150  02SSMD1         03,Baltimore
mdot_aadt_S2005240092_5295,7931.00000000,S2005240092,E Pleasant St,24999MU01740  01WW**************,Baltimore City
mdot_aadt_B120021_5296,2542.00000000,B120021,Troyer Rd,03000MD00138  01EE**************,Baltimore
mdot_aadt_B240055_5297,19871.00000000,B240055,W Pratt St,24999MU01391  01EE**************,Baltimore City
mdot_aadt_V2013000739_5298,11822.00000000,V2013000739,Ramp 3 Fr Ramp 6 (fr Is 595 Eb) To Md 3,16000RP00595  02NNIS13        03,Prince George's
mdot_aadt_S2000210031_5299,2603.00000000,S2000210031,Ramp 3 Fr Halfway Blvd To Ramp 2,21000RP00081  02NNIS5         03,Washington
mdot_aadt_B220041_5300,9395.00000000,B220041,Pemberton Dr,22000CO00070  01WW**************,Wicomico
mdot_aadt_B060102_5301,1170.00000000,B060102,Old Manchester Rd,06000MD00852G 01NN**************,Carroll
mdot_aadt_V2013000707_5302,865.00000000,V2013000707,Ramp 5 Fr Md 5 Sb To Suitland Pkwy Eb,16000RP00119  02SSGV1         05,Prince George's
mdot_aadt_S2012030180_5303,2031.00000000,S2012030180,Church La,03000CO00799  01WW**************,Baltimore
mdot_aadt_B3192_5304,50030.00000000,B3192,Landover Rd,16000MD00202  01NN**************,Prince George's
mdot_aadt_S2005240076_5305,4952.00000000,S2005240076,Maryland Ave,24999MU01710  01SS**************,Baltimore City
mdot_aadt_B3946_5306,7303.00000000,B3946,Jefferson Blvd,21000MD00064  01EE**************,Washington
mdot_aadt_V2013000677_5307,11255.00000000,V2013000677,Ramp 4 Fr Is 95 Nb To Md 202 Eb,16000RP00095  02NNIS17        04,Prince George's
mdot_aadt_S2011210334_5308,3312.00000000,S2011210334,Leitersburg Smithsburg Rd,21000CO00229  01SS**************,Washington
mdot_aadt_S1998160233_5309,6120.00000000,S1998160233,Ramp 3 Fr Md 4 Eb To Us 301 Nb,16000RP00301  02EEUS14        03,Prince George's
mdot_aadt_B3222_5310,36442.00000000,B3222,Central Ave,16000MD00214  01EE**************,Prince George's
mdot_aadt_B2596_5311,8751.00000000,B2596,Guilford Rd,13000CO01834  01EE**************,Howard
mdot_aadt_S2015020231_5312,1134.00000000,S2015020231,Ramp 2 Fr Md 4 Wb To Md 794 Nb,02000RP00004  02NNMD4         02,Anne Arundel
mdot_aadt_B3920_5313,36570.00000000,B3920,Dual Hwy,21000US00040  01EE**************,Washington
mdot_aadt_B1069_5314,6355.00000000,B1069,Sparrows Point Blvd,03000MD00151  01NN**************,Baltimore
mdot_aadt_S2012161120_5315,7271.00000000,S2012161120,Dangerfield Rd,16000CO00557  01SS**************,Prince George's
mdot_aadt_B100051_5316,1320.00000000,B100051,Old Middletown Rd,10000CO00209  01SS**************,Frederick
mdot_aadt_V2013000655_5317,11150.00000000,V2013000655,Ramp 12 Fr Is 295 Sb To Md 210 Sb,16000RP00095  02SSIS2         12,Prince George's
mdot_aadt_S1998120103_5318,5261.00000000,S1998120103,Ramp 6 Fr Ramp 10 (is 95 Nb) To Md 22 Eb,12000RP00095  02EEIS85        06,Harford
mdot_aadt_B2808_5319,10242.00000000,B2808,Wilson La,15000MD00188  01EE**************,Montgomery
mdot_aadt_S2005240090_5320,5571.00000000,S2005240090,N Patterson Park Ave,24999MU01410  01SS**************,Baltimore City
mdot_aadt_S2012150742_5321,7051.00000000,S2012150742,Grosvenor La,15000CO00326  01WW**************,Montgomery
mdot_aadt_S2012150966_5322,401.00000000,S2012150966,Park Rd                                 ,15130MU02362  01NN**************,Montgomery
mdot_aadt_S2006020017_5323,2283.00000000,S2006020017,Ramp 2 Fr Md 648e Wb To Md 10 Nb,02000RP00010  02NNMD4         02,Anne Arundel
mdot_aadt_S2012150711_5324,3591.00000000,S2012150711,Bells Mill Rd                           ,15000CO00165  01EE**************,Montgomery
mdot_aadt_B220013_5325,3111.00000000,B220013,Booth St,22133MU00220  01EE**************,Wicomico
mdot_aadt_S2011190584_5326,1180.00000000,S2011190584,Dr William P Hytche Blvd,19000MD00918  01EE**************,Somerset
mdot_aadt_B1155_5327,34781.00000000,B1155,Liberty Rd,24000MD00026  01EE**************,Baltimore City
mdot_aadt_S2011130732_5328,2412.00000000,S2011130732,Gray Rock Dr,13000CO01546  01NN**************,Howard
mdot_aadt_B190009_5329,330.00000000,B190009,Polks Rd,19000CO00017  01NN**************,Somerset
mdot_aadt_B2976_5330,21200.00000000,B2976,River Rd,15000MD00190  01EE**************,Montgomery
mdot_aadt_B1020_5331,19760.00000000,B1020,Charles St,03000MD00139  01NN**************,Baltimore
mdot_aadt_B3289_5332,240100.00000000,B3289,Capital Beltway,16000IS00495  01EE**************,Prince George's
mdot_aadt_B3637_5333,2405.00000000,B3637,Chaptico Rd,18000MD00238  01NN**************,St. Mary's
mdot_aadt_S1998210009_5334,2793.00000000,S1998210009,Ramp 6 Fr Ramp 10 To Ramp 11(to Is81 Sb),21000RP00070  02EEIS26        06,Washington
mdot_aadt_B220042_5335,3532.00000000,B220042,Coulbourn Mill Rd,22000CO00212  01SS**************,Wicomico
mdot_aadt_B030095_5336,20861.00000000,B030095,Philadelphia Rd,03000MD00007  01EE**************,Baltimore
mdot_aadt_B240176_5337,3680.00000000,B240176,E Chase St,24999MU01351  01WW**************,Baltimore City
mdot_aadt_S2011020856_5338,1522.00000000,S2011020856,Bodkin Ave                              ,02000CO01884  01NN**************,Anne Arundel
mdot_aadt_S2012030063_5339,2991.00000000,S2012030063,Back River Neck Rd,03000CO04967  01SS**************,Baltimore
mdot_aadt_B3970_5340,3073.00000000,B3970,Lappans Rd,21000MD00068  01EE**************,Washington
mdot_aadt_S2012150940_5341,791.00000000,S2012150940,Charles St                              ,15130MU00660  01SS**************,Montgomery
mdot_aadt_S2011220146_5342,1113.00000000,S2011220146,Ramp 7 Fr Ramp 2 (fr Us13 Wb) To Us 13bu,22000RP00013  02WWUS38        07,Wicomico
mdot_aadt_V2013000734_5343,9991.00000000,V2013000734,Ramp 8 Fr Md 704 Sb To Is 595 Wb,16000RP00595  02SSIS8         08,Prince George's
mdot_aadt_B1815_5344,29172.00000000,B1815,Sunburst Hwy,20000US00050  01EE**************,Talbot
mdot_aadt_B2921_5345,6212.00000000,B2921,Flower Ave,15143MU00460  01NN**************,Montgomery
mdot_aadt_S2011060519_5346,2512.00000000,S2011060519,Klee Mill Rd,06000CO00545  01WW**************,Carroll
mdot_aadt_B3958_5347,12111.00000000,B3958,Mapleville Rd,21000MD00066  01NN**************,Washington
mdot_aadt_S2011020758_5348,912.00000000,S2011020758,Carvel Rd,02000CO03787  01NN**************,Anne Arundel
mdot_aadt_B160058_5349,140331.00000000,B160058,Capital Beltway,16000IS00495  01EE**************,Prince George's
mdot_aadt_B240220_5350,8421.00000000,B240220,Monroe St (sb Couplet),24000MD00140  09SS**************,Baltimore City
mdot_aadt_V2013000777_5351,2020.00000000,V2013000777,Ramp 6 Fr Is 70 Eb To Md 63 Sb,21000RP00070  02SSIS24        06,Washington
mdot_aadt_S1997160088_5352,11361.00000000,S1997160088,Ramp 5 Fr Is 95 Sb To Md 202 Eb,16000RP00095  02SSIS17        05,Prince George's
mdot_aadt_B3611_5353,10914.00000000,B3611,Point Lookout Rd,18000MD00005  01NN**************,St. Mary's
mdot_aadt_S2009240047_5354,2664.00000000,S2009240047,Ramp 7 Fr Us 40 Wb To Hilton Pkwy,24000RP00040  02WWUS2         07,Baltimore City
mdot_aadt_S1999160092_5355,3310.00000000,S1999160092,Ramp 1 Fr Ramp 9 (fr Is 95) To Md 198 Wb,16000RP00095  02NNIS33        01,Prince George's
mdot_aadt_S1998030183_5356,4280.00000000,S1998030183,Ramp 5 Fr Is 83 Sb To Shawan Rd Eb,03000RP00083  02SSIS20        05,Baltimore
mdot_aadt_B240191_5357,11350.00000000,B240191,St Paul St,24999MU01720  01SS**************,Baltimore City
mdot_aadt_B2140_5358,662.00000000,B2140,Kitzmiller Rd,11000MD00038  01NN**************,Garrett
mdot_aadt_B0559_5359,29530.00000000,B0559,National Freeway,01000IS00068  01EE**************,Allegany
mdot_aadt_V2013000743_5360,18272.00000000,V2013000743,Ramp 6 Fr Is 595 Eb To Us 301 Sb,16000RP00595  02EEIS13        06,Prince George's
mdot_aadt_B010014_5361,2802.00000000,B010014,Pittsburgh Plate Glass Rd,01000CO00518  01WW**************,Allegany
mdot_aadt_B240197_5362,18040.00000000,B240197,Edison Hwy,24999MU02940  01NN**************,Baltimore City
mdot_aadt_B080105_5363,4271.00000000,B080105,Hawthorne Dr,08088MU00160  01EE**************,Charles
mdot_aadt_S2013060376_5364,850.00000000,S2013060376,Wesley Rd,06000CO00463  01SS**************,Carroll
mdot_aadt_S2011160033_5365,3262.00000000,S2011160033,Ramp 27 Fr Rp 1 To Rp 9,16000RP00095  02NNIS2         27,Prince George's
mdot_aadt_B030064_5366,186724.00000000,B030064,J F K Memorial Hwy,03000IS00095  01NN**************,Baltimore
mdot_aadt_S2012160526_5367,2021.00000000,S2012160526,Biddle Rd,16000MD00210S 03NN**************,Prince George's
mdot_aadt_S2003130004_5368,5460.00000000,S2003130004,Ramp 9 Fr Ramp 4 (fr Us 29) To Ridge Rd,13000RP00029  02EEUS24        09,Howard
mdot_aadt_B240096_5369,16642.00000000,B240096,N Charles St,24000MD00139  01NN**************,Baltimore City
mdot_aadt_S2010160136_5370,2193.00000000,S2010160136,Ramp 1 Fr Ramp 4 (fr Is 95) To Md 202f,16000RP00095  02NNIS16        01,Prince George's
mdot_aadt_S2012211480_5371,7451.00000000,S2012211480,Maugans Ave,21000CO00146  01EE**************,Washington
mdot_aadt_B3939_5372,2235.00000000,B3939,Spielman Rd,21000MD00063  01NN**************,Washington
mdot_aadt_B3342_5373,7203.00000000,B3342,Central Ave,16000MD00214  01EE**************,Prince George's
mdot_aadt_B3199_5374,6885.00000000,B3199,38th St,16000MD00208  01NN**************,Prince George's
mdot_aadt_S2012161155_5375,9431.00000000,S2012161155,Old Landover Rd                         ,16000CO01734  01EE**************,Prince George's
mdot_aadt_B2819_5376,42750.00000000,B2819,River Rd,15000MD00190  01EE**************,Montgomery
mdot_aadt_S2012150947_5377,9771.00000000,S2012150947,Fleet St,15130MU01125  01EE**************,Montgomery
mdot_aadt_B050004_5378,2305.00000000,B050004,Meeting House Rd,05000MD00404BU01EE**************,Caroline
mdot_aadt_S2004160073_5379,3185.00000000,S2004160073,Ramp 1 Fr Md 5 Nb To Md 223 Wb,16000RP00005  02NNMD7         01,Prince George's
mdot_aadt_S2010150032_5380,722.00000000,S2010150032,Ramp 4 Fr Us 29 Nb To Blackburn Rd,15000RP00029  02NNUS10B       04,Montgomery
mdot_aadt_B150124_5381,11532.00000000,B150124,Old Georgetown Rd,15000MD00187  01NN**************,Montgomery
mdot_aadt_S2004170006_5382,545.00000000,S2004170006,Ramp 2 Fr Us 301 Wb To Md 213 Nb,17000RP00301  02NNUS89        02,Queen Anne's
mdot_aadt_S2012150812_5383,3871.00000000,S2012150812,Tildenwood Dr,15000CO02884  01NN**************,Montgomery
mdot_aadt_B150042_5384,33002.00000000,B150042,E Gude Dr,15130MU01295  01EE**************,Montgomery
