OBJECTID,LOCATION_ID,COUNTY_ID,COUNTY_DESC,MUN_SORT,MUNICIPALITY,ROADNAME,ID_PREFIX,ID_RTE_NO,MP_SUFFIX,ID_MP,BEGIN_SECTION,END_SECTION,STATION_DESC,ROAD_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,ROUTEID,ROUTEID_RH,MAIN_LINE,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,STMP_SEQ,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,AVMT,LINK,AADT_2010,AADT_2011,AADT_2012,AADT_2013,AADT_2014,AADT_2015,AADT_2016,AADT_2017,AADT_2018,AADT,AAWDT_2010,AAWDT_2011,AAWDT_2012,AAWDT_2013,AAWDT_2014,AAWDT_2015,AAWDT_2016,AAWDT_2017,AAWDT_2018,AAWDT,MOTORCYCLE_AADT,CAR_AADT,LIGHT_TRUCK_AADT,BUS_AADT,SINGLE_UNIT_AADT,COMBINATION_UNIT_AADT,LOC_ERROR,Shape_Length0,TRUCK_AADT,SUTRUCK_AADT_PCT_TRUCK,CUTRUCK_AADT_PCT_TRUCK,MCYCLE_AADT_PCT_OVERALL,CAR_AADT_PCT_OVERALL,LIGHT_TRUCK_AADT_PCT_OVERALL,BUS_AADT_PCT_OVERALL,SUTRUCK_AADT_PCT_OVERALL,CUTRUCK_AADT_PCT_OVERALL,TRUCK_AADT_PCT_OVERALL,NUM_LANES_ANNO,K_FACTOR_ANNO,D_FACTOR_ANNO,NORTH_EAST_SPLIT_ANNO,SOUTH_WEST_SPLIT_ANNO,AADT_2010_ANNO,AADT_2011_ANNO,AADT_2012_ANNO,AADT_2013_ANNO,AADT_2014_ANNO,AADT_2015_ANNO,AADT_2016_ANNO,AADT_2017_ANNO,AADT_2018_ANNO,AADT_ANNO,AAWDT_2010_ANNO,AAWDT_2011_ANNO,AAWDT_2012_ANNO,AAWDT_2013_ANNO,AAWDT_2014_ANNO,AAWDT_2015_ANNO,AAWDT_2016_ANNO,AAWDT_2017_ANNO,AAWDT_2018_ANNO,AAWDT_ANNO,MOTORCYCLE_AADT_ANNO,CAR_AADT_ANNO,BUS_AADT_ANNO,LIGHT_TRUCK_AADT_ANNO,SINGLE_UNIT_AADT_ANNO,COMBINATION_UNIT_AADT_ANNO,TRUCK_AADT_ANNO,Shape.STLength(),_source_layer_title,_source_layer_url,COUNTY,DISTRICT,TSD_ID,OBJECTID_1,COUNTY_FIP,COUNTYNUM,Shape.STArea(),CUTRUCK__AADT_PCT_TRUCK,longitude,latitude,Shape__Length,AADT_2019,AAWDT_2019,AADT_2020,AAWDT_2020,AADT_2021,AAWDT_2021,AADT_2022,AAWDT_2022,GlobalID,AADT_2023,AAWDT_2023
119212,S2017150260,15,MONTGOMERY,0,NONE,FALLS CHAPEL WAY,CO,3862,,0.05,0,1.61,FALLS CHAPEL WAY - .05 MILE WEST OF MD 189,MD 189 TO MD 189,URBAN,6,Minor Collector,15000CO03862  01WW**************,15000CO03862--1-----,1,3,3,F,0,9.33,52.04,51.75,48.25,1.64013,https://maps.roads.maryland.gov/itms_public/?stationid=S2017150260,,,,,,,,2680,2661,2791,,,,,,,,2840,2821,3071,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,3335.625419893022,2662,2932,2223,2403,2544,2674,2565,2725,cbf5f13d-8314-4aaf-b940-5a09d5d258c7,2800,3020
119220,S2012150750,15,MONTGOMERY,0,NONE,WILLARD AVE,CO,451,,0.63,0,0.67,WILLARD AVE - BETWEEN MD 355 & THE HILLS PLAZA,RIVER RD TO WISCONSIN AVE,URBAN,5,Major Collector,15000CO00451  01NN**************,15000CO00451--1-----,1,0,3,C,0,7.56,51.52,46.9,53.1,1.40127,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150750,,,,,,8973,9144,9365,8510,5730,,,,,,9603,9784,9935,9020,6300,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,1401.9139637399514,8511,9361,7112,7682,8143,8553,8194,8694,39b557fd-94d7-4690-8b5d-52dd00bf716f,8325,8995
119221,S2012150673,15,MONTGOMERY,0,NONE,BOWIE MILL RD,CO,135,,3.27,0.95,3.34,BOWIE MILL RD - BETWEEN MD 115 & WILLOW HILL LA,CASHELL RD TO MD 115,URBAN,5,Major Collector,15000CO00135  01WW**************,15000CO00135--1-----,1,1,3,C,0,9.38,68.9,50.53,49.47,8.13903,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150673,,,,,,10593,10794,11055,10560,9330,,,,,,11343,11554,11725,11190,10260,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,4949.861893679234,10561,11621,8822,9532,10093,10603,10154,10764,fbdd6aff-fa7d-4e5f-a1ae-9ac079afe091,10315,11145
119222,B150037,15,MONTGOMERY,0,NONE,MACARTHUR BLVD,CO,4690,,0.1,0,8.7,MACARTHUR BLVD-.10 MI N OF WASH DC LINE,WASHINGTON DC/L TO FALLS RD,URBAN,4,Minor Arterial,15000CO04690  01NN**************,15000CO04690--1-----,1,2,2,F,0,10.11,54.78,51.79,48.21,38.71252,https://maps.roads.maryland.gov/itms_public/?stationid=B150037,,,,,,12092,12323,12624,12515,12191,,,,,,12942,13193,13514,13395,13171,14,10890,1065,14,196,12,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,17756.125389580942,12760,13530,10661,11511,12202,13062,12283,13273,1aff8a8b-3f12-4712-98cf-49b94b085e35,12230,12960
119224,S2013130217,13,HOWARD,0,NONE,ALL SAINTS RD,CO,114,,0.07,0,0.68,ALL SAINTS RD - Between Whiskey Bottom Rd & Bourbon St,WHISKEY BOTTOM RD TO MD 216,URBAN,5,Major Collector,13000CO00114  01SS**************,13000CO00114--1-----,1,0,2,F,0,9.89,50.22,52.04,47.96,1.47555,https://maps.roads.maryland.gov/itms_public/?stationid=S2013130217,,,,,,5632,5743,5884,5835,5945,,,,,,6032,6153,6244,6195,6545,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,1371.5391249024294,6100,6710,5091,5501,5822,6112,5863,6223,a292b6fc-5345-4d83-8ccd-f84dfb409258,5954,6434
119226,B150030,15,MONTGOMERY,0,NONE,GREAT SENECA HWY,CO,4226,,0.4,0,0.5,GREAT SENECA HWY-.10 MI S OF MD28,DARNESTOWN RD TO MD 28,URBAN,4,Minor Arterial,15000CO04226  01NN**************,15000CO04226--1-----,1,2,4,C,0,9.59,71.73,51.49,48.51,2.41995,https://maps.roads.maryland.gov/itms_public/?stationid=B150030,,,,,,13331,13582,13880,13761,13260,,,,,,14261,14532,14850,14721,14320,6,11994,949,5,284,22,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,1012.1736194335863,13762,14592,11493,12413,10600,11340,10661,11511,bbd74caf-8762-4257-b019-835129ce5b48,10822,11472
119227,S2012150807,15,MONTGOMERY,0,NONE,POOKS HILL RD,CO,2275,,0.06,0,0.58,POOKS HILL RD - .10 MILE WEST OF MD 355,ROCKVILLE PIKE TO ROAD END,URBAN,5,Major Collector,15000CO02275  01WW**************,15000CO02275--1-----,1,3,3,C,0,8.74,54.31,51.07,48.93,1.51154,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150807,,,,,,8453,8614,8825,8080,7140,,,,,,9053,9224,9365,8570,7850,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,1242.9615749272944,8081,8891,6752,7292,7723,8113,7774,8244,69670c63-5846-4049-8ab0-76c84b8693cf,7895,8535
119228,S2012150805,15,MONTGOMERY,0,NONE,RENN ST,CO,1897,,0.45,0,0.48,RENN ST - BETWEEN BAUER DR & PARKLAND DR,ARCTIC AVE TO PARKLAND DR,URBAN,7,Local,15000CO01897  01EE**************,15000CO01897--1-----,1,1,2,F,0,12.57,57.44,49.06,50.94,0.30222,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150805,,,,,,1833,1874,1925,1760,1725,,,,,,1963,2014,2045,1870,1905,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,1001.1538784667388,1761,1941,1472,1592,1683,1773,1694,1804,3928f97f-7b92-4e80-8d32-d98885a98cae,1725,1865
119231,S1998150380,15,MONTGOMERY,0,NONE,GEORGIA AVE,MD,97,,9.7,9.428,9.99,MD 97 between MD 28 & Batchellors Forest Rd,MD 200 TO EMORY LA,URBAN,4,Minor Arterial,15000MD00097  01NN**************,15000MD00097--1-----,1,2,5,F,1,8.57,62.42,50.04,49.96,9.57567,https://maps.roads.maryland.gov/itms_public/?stationid=S1998150380,,,,,,,,,,46681,,,,,,,,,,50421,77,41026,4526,59,923,70,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,1155.6489152904142,47590,50450,39741,42921,45462,48642,45743,49403,2acb848b-db4d-4523-976c-af8a8d1481bd,46820,49630
119236,B2830,15,MONTGOMERY,0,NONE,FOREST GLEN RD,CO,697,,0.2,0,1.47,FOREST GLEN RD-.20 MI E OF MD97,MD 97 TO STIRLING RD,URBAN,5,Major Collector,15000CO00697  01EE**************,15000CO00697--1-----,1,1,3,C,0,8.22,55.4,50.87,49.13,6.00936,https://maps.roads.maryland.gov/itms_public/?stationid=B2830,,,,,,14173,14444,14795,13270,11200,,,,,,15173,15464,15685,14070,12320,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,3006.4358854364027,13431,14601,11221,12121,12842,13482,12923,13703,0b10348f-bb1c-49d6-af07-ddd3dce602e5,13124,14174
119238,S2011150255,15,MONTGOMERY,0,NONE,MONTROSE PKWY,CO,7829,,-1,0.6,1.01,MONTROSE PKWY - .10 mile west of Hoya St,EXECUTIVE BLVD TO HOYA ST,URBAN,3,Principal Arterial Other,15000CO07829  01EE**************,15000CO07829--1-----,1,1,4,F,0,7.97,53.15,53.21,46.79,3.28946,https://maps.roads.maryland.gov/itms_public/?stationid=S2011150255,,,,,,19892,19980,20461,20282,21981,,,,,,21282,21380,21691,21502,24181,12,20115,1662,10,171,11,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,861.2918042149516,22990,25290,19201,20741,21972,23072,22103,23433,8e28e44f-dc24-4bc6-b119-8e5a90b8b8ce,22050,23810
119240,S2012150801,15,MONTGOMERY,0,NONE,GAINSBOROUGH RD,CO,1757,,1.48,0,1.55,GAINSBOROUGH RD - .10 MILE NORTH OF TUCKERMAN LA,FONTAINE ST TO TUCKERMAN LA,URBAN,5,Major Collector,15000CO01757  01SS**************,15000CO01757--1-----,1,0,2,F,0,13.63,51.91,52.85,47.15,2.56002,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150801,,,,,,4343,4434,4545,4630,4525,,,,,,4653,4744,4825,4910,4985,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,3169.3564962012874,4631,5091,3872,4182,4433,4663,4464,4734,9d3d8464-8759-4f06-82cc-15d2a1c3bbb8,4535,4905
119241,S2012150781,15,MONTGOMERY,0,NONE,DEWEY RD,CO,1177,,0.48,0,1.21,DEWEY RD - .10 MILE SOUTH OF RANDOLPH RD,ROAD END TO IVY GLEN RD,URBAN,5,Major Collector,15000CO01177  01SS**************,15000CO01177--1-----,1,2,2,F,0,10.69,70.02,49.1,50.9,1.53915,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150781,,,,,,3433,3504,3595,3560,3485,,,,,,3673,3754,3815,3770,3835,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,2407.3035855411026,3561,3921,2972,3212,3403,3573,3424,3634,dae5afe7-4d86-4654-9c56-91828ad25e9f,3485,3765
119247,S2012150721,15,MONTGOMERY,0,NONE,PINEY MEETINGHOUSE RD,CO,197,,0.06,0,1.21,PINEY MEETINGHOUSE RD - .10 MILE NORTH OF MD 190,MD 190 TO GLEN RD,URBAN,5,Major Collector,15000CO00197  01NN**************,15000CO00197--1-----,1,2,2,C,0,10.94,71.53,47.59,52.41,2.28333,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150721,,,,,,5833,5944,6095,6450,5170,,,,,,6243,6364,6465,6840,5690,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,2510.020599027339,6451,7101,5392,5822,6173,6483,6214,6594,931f32af-cd65-4a85-b7bb-d0a802205bd5,6315,6825
119252,B2765,15,MONTGOMERY,0,NONE,CLOPPER RD,MD,117,,7.74,7.57,11.26,MD117-.10 MI E OF MD118,MD 118 TO MD 124,URBAN,4,Minor Arterial,15000MD00117  01EE**************,15000MD00117--1-----,1,1,4,C,0,8.88,80.2,54.94,45.06,25.14569,https://maps.roads.maryland.gov/itms_public/?stationid=B2765,,,,,,22642,21990,22521,22322,18670,,,,,,24232,23530,24101,23892,20160,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,7659.039853154453,22360,23700,18671,20171,21362,22862,21493,23213,ba21659e-8026-4007-99dc-fcce67a8ec4b,21824,23134
119262,S2012150770,15,MONTGOMERY,0,NONE,FERNWOOD RD,CO,837,,0.48,0,2.15,FERNWOOD RD - .10 MILE NORTH OF MD 191,LYBROOK CT TO ROCKLEDGE DR,URBAN,5,Major Collector,15000CO00837  01NN**************,15000CO00837--1-----,1,2,3,C,0,10.29,57.84,41.32,58.68,5.83854,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150770,,,,,,8683,8854,9075,8780,7440,,,,,,9293,9474,9625,9310,8180,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,4426.400640699205,8781,9661,7332,7922,8393,8813,8444,8954,2a786b7b-fd94-4865-9e4e-cbe60363bef9,8575,9265
119263,S2012150714,15,MONTGOMERY,0,NONE,BURDETTE RD,CO,169,,0.16,0,0.2,BURDETTE RD - .10 MILE NORTH OF MD 191,GREENTREE RD TO MD 191,URBAN,5,Major Collector,15000CO00169  01SS**************,15000CO00169--1-----,1,0,2,F,0,13.48,50.58,48.05,51.95,0.16973,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150714,,,,,,2333,2384,2445,2360,2325,,,,,,2503,2554,2595,2500,2565,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,420.4091082086155,2361,2601,1972,2132,2263,2383,2284,2424,656f069e-c2bd-4461-a5bf-6afdb0043d42,2325,2515
119265,B2786,15,MONTGOMERY,0,NONE,LAYHILL RD,MD,182,,2.13,0,2.23,MD182-.10 MI S BONIFANT RD/BEL PRE RD,MD 97 to Bonifant Rd,URBAN,3,Principal Arterial Other,15000MD00182  01NN**************,15000MD00182--1-----,1,0,4,C,0,9.1,55.82,48.82,51.18,18.73713,https://maps.roads.maryland.gov/itms_public/?stationid=B2786,,,,,,23511,23962,25290,25061,23020,,,,,,25161,25642,27060,26821,24860,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,4595.136330298413,25062,26572,19170,20700,21931,23471,22062,23832,bd5b9cdc-f4fc-46ba-a3b4-bc4c5ce549e3,22393,23743
119266,S2012150664,15,MONTGOMERY,0,NONE,KEMP MILL RD,CO,123,,1.16,1.12,1.8,KEMP MILL RD - BETWEEN STONINGTON RD & GRAYS LA,STONINGTON RD TO ARCOLA AVE,URBAN,4,Minor Arterial,15000CO00123  01SS**************,15000CO00123--1-----,1,2,2,C,0,9.75,73.01,49.92,50.08,2.32563,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150664,,,,,,10743,10954,11225,10890,9370,,,,,,11503,11724,12015,11650,10120,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,1386.4685718665141,10891,11541,9092,9822,10403,11133,10474,11314,e06d8386-8a39-4451-bcd8-41ff2bcc4954,10635,11275
119270,S2015150150,15,MONTGOMERY,0,NONE,DEMOCRACY BLVD,CO,166,,1.16,0.98,4.4,DEMOCRACY BLVD - BETWEEN IS 270Y & WESTFIELD MONTGOMERY MALL,IS 270Y TO MD 189,URBAN,4,Minor Arterial,15000CO00166  01WW**************,15000CO00166--1-----,1,3,5,C,0,7.97,56.37,40.8,59.2,32.85526,https://maps.roads.maryland.gov/itms_public/?stationid=S2015150150,,,,,,35800,36481,37362,37033,26320,,,,,,38310,39041,39982,39633,28430,21,23509,2231,20,497,42,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,7022.309687156092,37034,39264,30925,33405,28710,30720,28881,31191,e99c2888-0698-46b3-ac5f-238457581d78,29312,31072
119271,S2012150897,15,MONTGOMERY,0,NONE,RICHTER FARM RD,CO,6603,,0.67,0,0.76,RICHTER FARM RD - .10 MI EAST OF MD 118,MD 119 TO MD 118,URBAN,5,Major Collector,15000CO06603  01WW**************,15000CO06603--1-----,1,1,4,C,0,13.59,64.46,50.77,49.23,2.21365,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150897,,,,,,7443,7584,7775,7730,7980,,,,,,7963,8124,8245,8190,8780,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,1569.1787863538696,7731,8501,6462,6982,7393,7763,7444,7894,5306fd40-e4cc-4acd-8318-a1ff22505d52,7565,8175
119272,S2012150868,15,MONTGOMERY,0,NONE,HATHAWAY DR,CO,4349,,0.44,0.4,1.55,HATHAWAY DR - BETWEEN MD 97 & HATHAWAY TERR,MD97 TO LAYHILL RD,URBAN,5,Major Collector,15000CO04349  01NN**************,15000CO04349--1-----,1,2,2,F,0,10.74,75.08,50.36,49.64,1.05567,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150868,,,,,,2353,2404,2465,2560,2515,,,,,,2523,2574,2615,2710,2775,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,2390.6937864870347,2561,2821,2142,2312,2453,2583,2474,2624,c968d34d-ba91-4ed2-b853-e4048cf48b62,2515,2725
119273,S2000150061,15,MONTGOMERY,0,NONE,GEORGIA AVE,CO,7816,,-1,0,0.185,MD 97 at MD 182/Judson Rd,MD 97 TO RANDOLPH RD,URBAN,6,Minor Collector,15000CO07816  01SS**************,15000CO07816--1-----,1,0,2,F,0,24.67,100,100,0,0.03484,https://maps.roads.maryland.gov/itms_public/?stationid=S2000150061,,,,,,,,,531,516,,,,,,,,,565,557,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,385.2354340576128,531,563,443,478,507,542,510,551,c5ae2a4c-7a71-4607-987f-72d7d8c4e0af,518,549
119277,S2012150729,15,MONTGOMERY,0,NONE,LONGDRAFT RD,CO,223,,1.5,0,1.55,LONGDRAFT RD - .10 MILE SOUTH OF MD 117,QUINCE ORCHARD RD TO CLOPPER RD,URBAN,5,Major Collector,15000CO00223  01NN**************,15000CO00223--1-----,1,0,3,F,0,10.1,57.03,48.96,51.04,1.81889,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150729,,,,,,3113,3174,3255,3280,3215,,,,,,3333,3404,3455,3480,3545,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,3371.4964157763375,3281,3611,2742,2962,3143,3303,3164,3354,864c14a8-9754-4e37-8e63-2c3d6ac739d5,3215,3475
119279,S2012150910,15,MONTGOMERY,0,NONE,NO NAME,GV,48,,0.13,0,0.14,NO NAME (GROSVENOR LA ) - BETWEEN GV 53 (NO NAME) & MD 355,ROCKVILLE PIKE TO ROCKVILLE PIKE,URBAN,7,Local,15000GV00048  01NN**************,15000GV00048--1-----,1,0,2,C,0,11.04,100,100,0,0.45275,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150910,,,,,,9113,9294,9525,9445,8860,,,,,,9753,9954,10195,10115,9570,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,332.80697490582475,9455,10025,7905,8545,9045,9685,9105,9835,4155e432-8fb6-492b-9fc2-12aaa0198e46,9245,9805
119280,S2012150719,15,MONTGOMERY,0,NONE,GLEN MILL RD,CO,193,,-1,3.818,4,GLEN MILL RD - BETWEEN MARYKNOLL RD & WOOTTON PKWY,WOOTON PKWY TO DARNESTOWN RD,URBAN,4,Minor Arterial,15000CO00193  01NN**************,15000CO00193--1-----,1,2,2,F,0,10.15,64.04,46.08,53.92,0.26074,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150719,,,,,,4553,4644,4765,4010,3925,,,,,,4873,4974,5055,4250,4325,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,335.2333688170989,4011,4411,3352,3622,3843,4043,3874,4114,45a10382-039c-49bb-aa95-0b58d01724f4,3935,4255
119281,S2012150727,15,MONTGOMERY,0,NONE,DUFIEF MILL RD,CO,210,,1.95,1.35,2.22,DUFIEF MILL RD - .10 MILE SOUTH OF MUDDY BRANCH RD,FLINTS GROVE LA TO MD 28,URBAN,4,Minor Arterial,15000CO00210  01NN**************,15000CO00210--1-----,1,2,2,C,0,8.88,54.86,51.35,48.65,3.46447,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150727,,,,,,11613,11834,12125,11480,10910,,,,,,12433,12664,12975,12280,11780,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,1763.433790778075,11481,12171,9592,10362,10973,11743,11044,11934,76f364bd-9acc-44ab-b5f7-b3cf98a82a94,11215,11895
119283,S2012150780,15,MONTGOMERY,0,NONE,JUDSON RD,CO,1151,,0.23,0,0.794,JUDSON RD - BETWEEN RANDOLPH RD & NEWTON ST,RANDOLPH RD TO PARKER AVE,URBAN,6,Minor Collector,15000CO01151  01SS**************,15000CO01151--1-----,1,0,3,F,0,11.63,81.82,80.01,19.99,0.2275,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150780,,,,,,803,824,845,780,785,,,,,,863,884,905,830,865,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,1638.2700107508076,781,861,652,702,753,793,764,814,2d79708d-f4f4-4d97-bc7c-e8c275f196de,785,855
