screenline_id,tract_pair_id,screenline_family,assignment_quality,assignment_status,LOCATION_ID,COUNTY_DESC,ROADNAME,ID_PREFIX,ID_RTE_NO,ID_MP,STATION_DESC,ROAD_SECTION,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,AADT_2017,AADT_2018,AAWDT_2017,AAWDT_2018,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,station_tract_geoid,adjacent_tract_geoid,station_county_geoid,adjacent_county_geoid,station_to_shared_boundary_m,shared_boundary_length_m,n_adjacent_tract_candidates_within_buffer,longitude,latitude,LINK,BEGIN_SECTION,END_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,MAIN_LINE,AADT,AAWDT,TRUCK_AADT,station_class,is_mainline,is_ramp,candidate_reason,candidate_for_tract_screenline_seed,AADT_2017_NUM,AADT_2018_NUM,AAWDT_2017_NUM,AAWDT_2018_NUM,AADT_NUM,AAWDT_NUM,NUM_LANES_NUM,MAIN_LINE_NUM,ID_RTE_NO_NUM,K_FACTOR_NUM,D_FACTOR_NUM,tract_index,station_tract_label,tract_a_geoid,tract_b_geoid,station_county_name,adjacent_county_name,station_to_containing_tract_boundary_m,validation_observed_daily_field_preferred,validation_model_flow_definition
sl_S2012161174_24033803300__24033803402,24033803300__24033803402,other_adjacent_tract_pair,low_review,accepted,S2012161174,Prince George's,Belle Haven Dr                          ,CO,3191.0,0.08,Belle Haven Dr - .10 Mi South Of Md 704,Martin Luther King Jr Hwy To Sheriff Rd,South,2.0,F,8535.0,8650.0,9055.0,9170.0,8.67,59.93,48.32,51.68,24033803402,24033803300,24033,24033,129.84845351173587,1587.2779567995044,1,-76.88220138640037,38.91535417290767,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161174,0.0,0.26,Urban,5.0,Major Collector,1.0,8651.0,9521.0,,S,True,False,pg_dc_spatial,True,8535.0,8650.0,9055.0,9170.0,8651.0,9521.0,2.0,1.0,3191.0,8.67,59.93,610,Census Tract 8034.02,24033803402,24033803300,"Prince George's County, MD","Prince George's County, MD",129.84845351173587,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161082_24033801406__24033801407,24033801406__24033801407,other_adjacent_tract_pair,high,accepted,S2012161082,Prince George's,Bock Rd,CO,148.0,2.53,Bock Rd - Between Tucker Rd & Op 42-no Name,Kingsway Rd To Tucker Rd,East,2.0,F,9635.0,10490.0,10315.0,11220.0,9.96,70.28,49.96,50.04,24033801407,24033801406,24033,24033,0.7020744262177802,2098.2113279248997,2,-76.95806044342463,38.77576429145876,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161082,1.57,2.56,Urban,4.0,Minor Arterial,1.0,10491.0,11121.0,,S,True,False,pg_dc_spatial,True,9635.0,10490.0,10315.0,11220.0,10491.0,11121.0,2.0,1.0,148.0,9.96,70.28,1556,Census Tract 8014.07,24033801407,24033801406,"Prince George's County, MD","Prince George's County, MD",0.7020744262177802,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161137_24033801805__24033801807,24033801805__24033801807,other_adjacent_tract_pair,high,accepted,S2012161137,Prince George's,Oxon Run Dr,CO,996.0,0.05,Oxon Run Dr - .10 Mi West Of Md 637,Naylor Rd To Road End,West,3.0,C,5555.0,5515.0,5895.0,5855.0,7.85,53.66,51.93,48.07,24033801805,24033801807,24033,24033,1.2599984663541024,1036.7483237363954,1,-76.95870771012956,38.84931544673719,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161137,0.0,1.12,Urban,5.0,Major Collector,1.0,6240.0,6860.0,,S,True,False,pg_dc_spatial,True,5555.0,5515.0,5895.0,5855.0,6240.0,6860.0,3.0,1.0,996.0,7.85,53.66,1583,Census Tract 8018.05,24033801805,24033801807,"Prince George's County, MD","Prince George's County, MD",1.2599984663541024,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3184_24033806706__24033806713,24033806706__24033806713,other_adjacent_tract_pair,high,accepted,B3184,Prince George's,Kenilworth Ave,MD,201.0,6.87,Md201-.30 Mi S Of Is95,Md 193 To Is 95,North,5.0,F,50992.0,54290.0,54562.0,58090.0,7.73,59.05,48.13,51.87,24033806706,24033806713,24033,24033,20.398680881617196,1045.4630900724371,1,-76.89807751633418,38.99892922772575,https://maps.roads.maryland.gov/itms_public/?stationid=B3184,6.64,7.17,Urban,2.0,Principal Arterial Other Freeways and Expressways,1.0,54291.0,57551.0,3757.0,B,True,False,pg_dc_route;pg_dc_spatial;pg_montgomery_spatial,True,50992.0,54290.0,54562.0,58090.0,54291.0,57551.0,5.0,1.0,201.0,7.73,59.05,1378,Census Tract 8067.06,24033806706,24033806713,"Prince George's County, MD","Prince George's County, MD",20.398680881617196,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012150950_24031701004__24031701005,24031701004__24031701005,other_adjacent_tract_pair,high,accepted,S2012150950,Montgomery,Henderson Cir                           ,MU,1390.0,0.08,Henderson Cir - Between Beall Ave & Mannakee St,Beall Ave To Beall Ave,North,2.0,F,5085.0,4610.0,5395.0,4890.0,9.33,51.78,51.6,48.4,24031701004,24031701005,24031,24031,0.7391599940927267,1489.4494065568085,1,-77.16668779012288,39.08810291170679,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150950,0.0,0.14,Urban,6.0,Minor Collector,1.0,4611.0,5071.0,,S,True,False,montgomery_dc_spatial,True,5085.0,4610.0,5395.0,4890.0,4611.0,5071.0,2.0,1.0,1390.0,9.33,51.78,211,Census Tract 7010.04,24031701004,24031701005,"Montgomery County, MD","Montgomery County, MD",0.7391599940927267,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161192_24033801706__24033801801,24033801706__24033801801,other_adjacent_tract_pair,high,accepted,S2012161192,Prince George's,Raleigh Rd,CO,3733.0,0.08,Raleigh Rd - .10 Mi North Of Md 414,St Barnabas Rd To Olson St,South,2.0,F,5635.0,5650.0,5975.0,5990.0,9.96,62.18,48.59,51.41,24033801706,24033801801,24033,24033,0.5547542517736428,536.237125640326,3,-76.95090860959638,38.82423689737911,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161192,0.0,0.38,Urban,5.0,Major Collector,1.0,5651.0,6221.0,,S,True,False,pg_dc_spatial,True,5635.0,5650.0,5975.0,5990.0,5651.0,6221.0,2.0,1.0,3733.0,9.96,62.18,1529,Census Tract 8017.06,24033801706,24033801801,"Prince George's County, MD","Prince George's County, MD",0.5547542517736428,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3218_24033802700__24033802901,24033802700__24033802901,other_adjacent_tract_pair,high,accepted,B3218,Prince George's,E Capitol St,MD,214.0,0.1,Md214-.10 Mi E Of Wash Dc Line,Washington Dc/l To Maryland Park Dr,East,6.0,C,23921.0,23712.0,25601.0,25372.0,7.85,67.09,44.3,55.7,24033802700,24033802901,24033,24033,15.271683306477467,1201.8437740187703,3,-76.91167962041504,38.88962473904599,https://maps.roads.maryland.gov/itms_public/?stationid=B3218,0.0,0.33,Urban,3.0,Principal Arterial Other,1.0,22560.0,23910.0,,B,True,False,pg_dc_route;pg_dc_spatial,True,23921.0,23712.0,25601.0,25372.0,22560.0,23910.0,6.0,1.0,214.0,7.85,67.09,594,Census Tract 8027,24033802700,24033802901,"Prince George's County, MD","Prince George's County, MD",15.271683306477467,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B160082_24033800206__24033800411,24033800206__24033800411,other_adjacent_tract_pair,low_review,accepted,B160082,Prince George's,Laurel Bowie Rd,MD,197.0,10.03,Md197-.10 Mi S Of Powder Mill Rd,Racetrack Rd To Powder Mill Rd,North,3.0,C,20601.0,20482.0,21631.0,21512.0,9.64,61.69,50.18,49.82,24033800411,24033800206,24033,24033,157.17597652755902,6878.148683613939,1,-76.81471066984695,39.04831453544946,https://maps.roads.maryland.gov/itms_public/?stationid=B160082,5.76,10.13,Rural,4.0,Minor Arterial,1.0,22230.0,23120.0,534.0,B,True,False,pg_dc_spatial;pg_montgomery_spatial,True,20601.0,20482.0,21631.0,21512.0,22230.0,23120.0,3.0,1.0,197.0,9.64,61.69,448,Census Tract 8004.11,24033800411,24033800206,"Prince George's County, MD","Prince George's County, MD",157.17597652755902,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161093_24033805909__24033806400,24033805909__24033806400,other_adjacent_tract_pair,high,accepted,S2012161093,Prince George's,Adelphi Rd,CO,232.0,1.63,Adelphi Rd - Between Campus Dr & Tulane Dr,Md 193 To Wells Pkwy,South,6.0,F,31455.0,31360.0,33665.0,33560.0,7.8,51.24,48.56,51.44,24033805909,24033806400,24033,24033,0.44117340738794275,951.8939517007806,3,-76.95561683181572,38.98518227211063,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161093,1.54,2.07,Urban,4.0,Minor Arterial,1.0,31361.0,33241.0,,S,True,False,pg_dc_spatial;pg_montgomery_spatial,True,31455.0,31360.0,33665.0,33560.0,31361.0,33241.0,6.0,1.0,232.0,7.8,51.24,685,Census Tract 8059.09,24033805909,24033806400,"Prince George's County, MD","Prince George's County, MD",0.44117340738794275,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3144_24033806713__24033807408,24033806713__24033807408,other_adjacent_tract_pair,high,accepted,B3144,Prince George's,Capital Beltway,IS,95.0,23.34,Is95-.30 Mi N Of Md201,Md 201 To Greenbelt Commuter Station Rd,South,8.0,F,215272.0,212070.0,223882.0,220550.0,6.59,52.32,49.63,50.37,24033807408,24033806713,24033,24033,31.921455231956667,942.1522158286523,1,-76.8983879812829,39.006797122301975,https://maps.roads.maryland.gov/itms_public/?stationid=B3144,23.04,23.84,Urban,1.0,Interstate,1.0,213551.0,222091.0,14061.0,B,True,False,pg_montgomery_route;pg_dc_spatial;pg_montgomery_spatial,True,215272.0,212070.0,223882.0,220550.0,213551.0,222091.0,8.0,1.0,95.0,6.59,52.32,1566,Census Tract 8074.08,24033807408,24033806713,"Prince George's County, MD","Prince George's County, MD",31.921455231956667,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161190_24033801901__24033801904,24033801901__24033801904,other_adjacent_tract_pair,medium,accepted,S2012161190,Prince George's,Henderson Rd                            ,CO,3676.0,0.07,Henderson Rd - Between Yorkville Rd &yorkfield Dr,Yorkville Rd To Temple Hill Rd,West,2.0,F,2205.0,1910.0,2345.0,2030.0,8.11,56.98,50.99,49.01,24033801901,24033801904,24033,24033,80.96458762989954,3661.548422969313,2,-76.9188603584359,38.8181143289228,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161190,0.0,1.39,Urban,6.0,Minor Collector,1.0,1911.0,2101.0,,S,True,False,pg_dc_spatial,True,2205.0,1910.0,2345.0,2030.0,1911.0,2101.0,2.0,1.0,3676.0,8.11,56.98,1492,Census Tract 8019.01,24033801901,24033801904,"Prince George's County, MD","Prince George's County, MD",80.96458762989954,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161188_24033801104__24033801211,24033801104__24033801211,other_adjacent_tract_pair,medium,accepted,S2012161188,Prince George's,Old Branch Ave,CO,3675.0,1.58,Old Branch Ave - Between Kirby Rd & Wolverton La,Kirby Rd To Allentown Rd,South,3.0,F,9925.0,10660.0,10625.0,11410.0,8.0,51.17,58.54,41.46,24033801211,24033801104,24033,24033,50.66345758093618,2107.6393996960896,1,-76.89768854491784,38.78777317949384,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161188,1.52,2.84,Urban,4.0,Minor Arterial,1.0,10661.0,11301.0,,S,True,False,pg_dc_spatial,True,9925.0,10660.0,10625.0,11410.0,10661.0,11301.0,3.0,1.0,3675.0,8.0,51.17,881,Census Tract 8012.11,24033801211,24033801104,"Prince George's County, MD","Prince George's County, MD",50.66345758093618,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012150653_24031701407__24031701408,24031701407__24031701408,other_adjacent_tract_pair,high,accepted,S2012150653,Montgomery,Briggs Chaney Rd,CO,95.0,0.2,Briggs Chaney Rd  -.10 Mile East Of Md 650,Md 650 To Good Hope Rd,East,2.0,F,8025.0,7730.0,8595.0,8270.0,9.47,51.41,49.29,50.71,24031701408,24031701407,24031,24031,0.16301864547404282,5146.206738892948,1,-76.9948300717335,39.107153808041865,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150653,0.0,0.98,Urban,4.0,Minor Arterial,1.0,7731.0,8201.0,,S,True,False,pg_montgomery_route;montgomery_dc_spatial;pg_montgomery_spatial,True,8025.0,7730.0,8595.0,8270.0,7731.0,8201.0,2.0,1.0,95.0,9.47,51.41,1394,Census Tract 7014.08,24031701408,24031701407,"Montgomery County, MD","Montgomery County, MD",0.16301864547404282,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161054_24033801704__24033801708,24033801704__24033801708,other_adjacent_tract_pair,high,accepted,S2012161054,Prince George's,Owens Rd,CO,112.0,0.13,Owens Rd - .10 Mi West Of Wheeler Rd,Wheeler Rd To Wash Dc Line,West,2.0,F,7485.0,7340.0,7935.0,7780.0,13.39,77.06,41.34,58.66,24033801708,24033801704,24033,24033,0.33757180340467047,2222.7119876339134,2,-76.9664397505285,38.81716617608127,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161054,0.0,1.96,Urban,5.0,Major Collector,1.0,7341.0,8081.0,,S,True,False,pg_dc_spatial,True,7485.0,7340.0,7935.0,7780.0,7341.0,8081.0,2.0,1.0,112.0,13.39,77.06,1508,Census Tract 8017.08,24033801708,24033801704,"Prince George's County, MD","Prince George's County, MD",0.33757180340467047,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012150943_24031701101__24031701102,24031701101__24031701102,other_adjacent_tract_pair,medium,accepted,S2012150943,Montgomery,Edmonston Dr,MU,1000.0,0.67,Edmonston Dr - Between Md 586 & Grandin Ave,Denham Rd To Veirs Mill Rd,West,2.0,F,2105.0,2080.0,2235.0,2210.0,10.13,55.41,48.86,51.14,24031701101,24031701102,24031,24031,59.693346024818155,2361.346272679182,1,-77.13088318509281,39.07906472276032,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150943,0.0,0.7,Urban,6.0,Minor Collector,1.0,2081.0,2291.0,,S,True,False,montgomery_dc_spatial,True,2105.0,2080.0,2235.0,2210.0,2081.0,2291.0,2.0,1.0,1000.0,10.13,55.41,1188,Census Tract 7011.01,24031701101,24031701102,"Montgomery County, MD","Montgomery County, MD",59.693346024818155,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161196_24033800605__24033800606,24033800605__24033800606,other_adjacent_tract_pair,low_review,accepted,S2012161196,Prince George's,Old Marlboro Pike,CO,4024.0,3.5,Old Marlboro Pike - .10 Mi West Of Brown Station Rd,Ritchie Marlboro Rd To Old Marlboro Pike/brown Station Rd,East,2.0,F,8515.0,8870.0,9115.0,9490.0,8.1,65.32,48.91,51.09,24033800605,24033800606,24033,24033,166.00930721191477,3614.373465903645,1,-76.76532273372882,38.81842202480372,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161196,2.75,3.6,Urban,4.0,Minor Arterial,1.0,8871.0,9401.0,,S,True,False,pg_dc_spatial,True,8515.0,8870.0,9115.0,9490.0,8871.0,9401.0,2.0,1.0,4024.0,8.1,65.32,1554,Census Tract 8006.05,24033800605,24033800606,"Prince George's County, MD","Prince George's County, MD",166.00930721191477,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B160130_24033807404__24033807405,24033807404__24033807405,other_adjacent_tract_pair,high,accepted,B160130,Prince George's,Powder Mill Rd,MD,212.0,0.1,Md 212a-.10 Mile E Of Powder Mill Rd,Powder Mill Road To Md 201,East,3.0,F,21000.0,20811.0,22470.0,22271.0,8.58,58.93,58.53,41.47,24033807405,24033807404,24033,24033,0.030375310284824843,4787.634547448448,1,-76.92092096973015,39.05021277933215,https://maps.roads.maryland.gov/itms_public/?stationid=B160130,0.0,1.452,Urban,4.0,Minor Arterial,1.0,20812.0,22062.0,,B,True,False,pg_dc_route;pg_montgomery_route;pg_dc_spatial;pg_montgomery_spatial,True,21000.0,20811.0,22470.0,22271.0,20812.0,22062.0,3.0,1.0,212.0,8.58,58.93,181,Census Tract 8074.05,24033807405,24033807404,"Prince George's County, MD","Prince George's County, MD",0.030375310284824843,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2869_24031701004__24031701211,24031701004__24031701211,other_adjacent_tract_pair,high,accepted,B2869,Montgomery,Hungerford Dr,MD,355.0,10.67,Md355-.50 Mi S Of Gude Dr,Md 28 To Shady Grove Rd,South,6.0,F,46710.0,46291.0,49980.0,49531.0,8.09,78.62,46.76,53.24,24031701211,24031701004,24031,24031,5.25209178069396,2932.731445041084,1,-77.15482855333882,39.10140433166499,https://maps.roads.maryland.gov/itms_public/?stationid=B2869,9.17,12.62,Urban,3.0,Principal Arterial Other,1.0,46292.0,49072.0,1248.0,B,True,False,montgomery_dc_route;montgomery_dc_spatial,True,46710.0,46291.0,49980.0,49531.0,46292.0,49072.0,6.0,1.0,355.0,8.09,78.62,1404,Census Tract 7012.11,24031701211,24031701004,"Montgomery County, MD","Montgomery County, MD",5.25209178069396,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161063_24033801708__24033801907,24033801708__24033801907,other_adjacent_tract_pair,high,accepted,S2012161063,Prince George's,Temple Hill Rd,CO,123.0,5.55,Temple Hill Rd - Between Md 414 & Carlton Ave,Fisher Rd To Md 414,South,3.0,F,12575.0,13630.0,13465.0,14580.0,9.09,64.79,50.02,49.98,24033801708,24033801907,24033,24033,0.034259094825838325,715.4136998049341,3,-76.94983057825482,38.82253660862771,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161063,4.9,5.61,Urban,5.0,Major Collector,1.0,13631.0,14451.0,,S,True,False,pg_dc_spatial,True,12575.0,13630.0,13465.0,14580.0,13631.0,14451.0,3.0,1.0,123.0,9.09,64.79,1508,Census Tract 8017.08,24033801708,24033801907,"Prince George's County, MD","Prince George's County, MD",0.034259094825838325,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161172_24033802103__24033802203,24033802103__24033802203,other_adjacent_tract_pair,high,accepted,S2012161172,Prince George's,Marlboro Pike,CO,3074.0,3.32,Marlboro Pike - Between Donnell Dr & Lorring Dr,Donnell Dr To Road End,South,3.0,F,21545.0,21400.0,23055.0,22900.0,7.76,50.3,46.93,53.07,24033802203,24033802103,24033,24033,4.800007377171901,2000.6293955780789,1,-76.88400871231038,38.84977954036162,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161172,3.26,4.6,Urban,4.0,Minor Arterial,1.0,21401.0,22691.0,,S,True,False,pg_dc_spatial,True,21545.0,21400.0,23055.0,22900.0,21401.0,22691.0,3.0,1.0,3074.0,7.76,50.3,546,Census Tract 8022.03,24033802203,24033802103,"Prince George's County, MD","Prince George's County, MD",4.800007377171901,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S1997160120_24033802804__24033803519,24033802804__24033803519,other_adjacent_tract_pair,low_review,accepted,S1997160120,Prince George's,Garrett A Morgan Blvd,CO,5730.0,0.1,Summerfield Blvd North Of Md 214,Ritchie Rd To Fedex Way,South,6.0,F,13565.0,16890.0,14525.0,18070.0,9.6,55.48,49.21,50.79,24033803519,24033802804,24033,24033,143.3492619455524,1254.6933144796508,2,-76.86338078288277,38.89106003246692,https://maps.roads.maryland.gov/itms_public/?stationid=S1997160120,0.0,1.24,Urban,4.0,Minor Arterial,1.0,16891.0,17901.0,,S,True,False,pg_dc_spatial,True,13565.0,16890.0,14525.0,18070.0,16891.0,17901.0,6.0,1.0,5730.0,9.6,55.48,475,Census Tract 8035.19,24033803519,24033802804,"Prince George's County, MD","Prince George's County, MD",143.3492619455524,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012150667_24031703208__24031703209,24031703208__24031703209,other_adjacent_tract_pair,high,accepted,S2012150667,Montgomery,Arcola Ave,CO,124.0,1.49,Arcola Ave - Between Kemp Mill Rd & Heather Crest Terr,Kemp Mill Rd To Lamberton Dr,West,2.0,F,16115.0,15840.0,17245.0,16950.0,8.62,57.44,48.95,51.05,24031703208,24031703209,24031,24031,0.21336060429495396,1294.1353263416684,2,-77.03129524572121,39.04497100526159,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150667,1.41,1.79,Urban,4.0,Minor Arterial,1.0,15841.0,16791.0,,S,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,16115.0,15840.0,17245.0,16950.0,15841.0,16791.0,2.0,1.0,124.0,8.62,57.44,1423,Census Tract 7032.08,24031703208,24031703209,"Montgomery County, MD","Montgomery County, MD",0.21336060429495396,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161120_24033801207__24033801215,24033801207__24033801215,other_adjacent_tract_pair,high,accepted,S2012161120,Prince George's,Dangerfield Rd,CO,557.0,0.11,Dangerfield Rd - .10 Mi South Of Md 223,Woodyard Rd To Surratts Rd,South,3.0,F,8265.0,7270.0,8765.0,7710.0,7.97,67.53,47.92,52.08,24033801215,24033801207,24033,24033,0.049121788302123104,4050.753424802134,2,-76.86712251397616,38.77436318361168,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161120,0.0,2.16,Urban,5.0,Major Collector,1.0,7271.0,8001.0,,S,True,False,pg_dc_spatial,True,8265.0,7270.0,8765.0,7710.0,7271.0,8001.0,3.0,1.0,557.0,7.97,67.53,679,Census Tract 8012.15,24033801215,24033801207,"Prince George's County, MD","Prince George's County, MD",0.049121788302123104,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3243_24033800601__24033800608,24033800601__24033800608,other_adjacent_tract_pair,high,accepted,B3243,Prince George's,Crain Hwy,US,301.0,15.01,Us301-.20 Mi N Of Md725,Md 4 To Queen Anne Rd,North,5.0,C,46491.0,46072.0,49751.0,49302.0,7.06,54.55,49.97,50.03,24033800601,24033800608,24033,24033,19.888449776736742,3186.337224933045,1,-76.73417328563767,38.826798568143815,https://maps.roads.maryland.gov/itms_public/?stationid=B3243,14.1,19.02,Urban,3.0,Principal Arterial Other,1.0,47820.0,50690.0,2977.0,B,True,False,pg_dc_route,True,46491.0,46072.0,49751.0,49302.0,47820.0,50690.0,5.0,1.0,301.0,7.06,54.55,509,Census Tract 8006.01,24033800601,24033800608,"Prince George's County, MD","Prince George's County, MD",19.888449776736742,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B160086_24033807404__24033807408,24033807404__24033807408,other_adjacent_tract_pair,high,accepted,B160086,Prince George's,Powder Mill Rd,MD,212.0,8.44,Md 212-.10 Mi S Of Powder Mill Rd/old Gunpowder Rd,Is 95 To Old Gunpowder Rd,North,5.0,F,36070.0,35751.0,38600.0,38251.0,7.74,58.95,52.84,47.16,24033807404,24033807408,24033,24033,18.393010526145385,8285.069261936966,2,-76.92451450664942,39.05207127552144,https://maps.roads.maryland.gov/itms_public/?stationid=B160086,8.08,8.54,Urban,4.0,Minor Arterial,1.0,35752.0,37902.0,,B,True,False,pg_dc_route;pg_montgomery_route;pg_dc_spatial;pg_montgomery_spatial,True,36070.0,35751.0,38600.0,38251.0,35752.0,37902.0,5.0,1.0,212.0,7.74,58.95,510,Census Tract 8074.04,24033807404,24033807408,"Prince George's County, MD","Prince George's County, MD",18.393010526145385,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012150760_24031702200__24031702301,24031702200__24031702301,other_adjacent_tract_pair,high,accepted,S2012150760,Montgomery,E Wayne Ave,MD,594.0,1.37,E Wayne Ave - Between Flower Ave & Bradford Rd,Sligo Creek Pkwy To Flower Ave,East,2.0,F,8375.0,7970.0,8885.0,8450.0,9.3,51.22,48.16,51.84,24031702200,24031702301,24031,24031,1.0338777138457116,1355.1078615352199,2,-77.00598519911641,39.00279020300099,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150760,1.02,1.4,Urban,5.0,Major Collector,1.0,7971.0,8771.0,,S,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,8375.0,7970.0,8885.0,8450.0,7971.0,8771.0,2.0,1.0,594.0,9.3,51.22,1448,Census Tract 7022,24031702200,24031702301,"Montgomery County, MD","Montgomery County, MD",1.0338777138457116,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3196_24033804102__24033804200,24033804102__24033804200,other_adjacent_tract_pair,high,accepted,B3196,Prince George's,Landover Rd,MD,202.0,13.32,Md202-.10 Mi S Of Md295,Cheverly Ave To Md 295,South,6.0,C,44821.0,44422.0,47961.0,47532.0,7.5,66.44,48.41,51.59,24033804102,24033804200,24033,24033,3.703984953864716,242.98684528326757,3,-76.9151935872614,38.9345762952606,https://maps.roads.maryland.gov/itms_public/?stationid=B3196,13.28,13.42,Urban,3.0,Principal Arterial Other,1.0,47930.0,50810.0,,B,True,False,pg_dc_route;pg_dc_spatial;pg_montgomery_spatial,True,44821.0,44422.0,47961.0,47532.0,47930.0,50810.0,6.0,1.0,202.0,7.5,66.44,517,Census Tract 8041.02,24033804102,24033804200,"Prince George's County, MD","Prince George's County, MD",3.703984953864716,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3217_24033807409__24033807410,24033807409__24033807410,other_adjacent_tract_pair,low_review,accepted,B3217,Prince George's,Powder Mill Rd,MD,212.0,6.77,Md212-.10 Mi S Of Cherry Hill Rd,Powder Mill Rd To Cherry Hill Rd,North,3.0,F,23330.0,23121.0,24960.0,24741.0,8.54,51.51,47.27,52.73,24033807409,24033807410,24033,24033,166.85319643856056,1922.4911253469234,1,-76.94807922547186,39.03826866048382,https://maps.roads.maryland.gov/itms_public/?stationid=B3217,5.41,6.87,Urban,4.0,Minor Arterial,1.0,24092.0,24512.0,,B,True,False,pg_dc_route;pg_montgomery_route;pg_dc_spatial;pg_montgomery_spatial,True,23330.0,23121.0,24960.0,24741.0,24092.0,24512.0,3.0,1.0,212.0,8.54,51.51,1362,Census Tract 8074.09,24033807409,24033807410,"Prince George's County, MD","Prince George's County, MD",166.85319643856056,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
