LOCATION_ID,COUNTY_DESC,ROADNAME,ID_PREFIX,ID_RTE_NO,ID_MP,BEGIN_SECTION,END_SECTION,STATION_DESC,ROAD_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,MAIN_LINE,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,AADT_2017,AADT_2018,AAWDT_2017,AAWDT_2018,AADT,AAWDT,TRUCK_AADT,LINK,longitude,latitude,station_class,is_mainline,is_ramp,candidate_reason,candidate_for_tract_screenline_seed,AADT_2017_NUM,AADT_2018_NUM,AAWDT_2017_NUM,AAWDT_2018_NUM,AADT_NUM,AAWDT_NUM,NUM_LANES_NUM,MAIN_LINE_NUM,ID_RTE_NO_NUM,K_FACTOR_NUM,D_FACTOR_NUM,tract_index,station_tract_geoid,station_county_geoid,station_tract_label,assignment_status,station_to_boundary_m
B3277,Prince George's,Annapolis Rd,MD,450.0,0.37,0.27,0.93,Md450-.10 Mi E Of Md201,Md 201 To Md 202,Urban,3.0,Principal Arterial Other,1.0,East,4.0,F,6.99,59.18,49.23,50.77,30772.0,33080.0,32932.0,35400.0,33081.0,35071.0,791.0,https://maps.roads.maryland.gov/itms_public/?stationid=B3277,-76.93522574770437,38.939372767146914,B,True,False,pg_dc_route;pg_dc_spatial;pg_montgomery_spatial,True,30772.0,33080.0,32932.0,35400.0,33081.0,35071.0,4.0,1.0,450.0,6.99,59.18,1488,24033804002,24033,Census Tract 8040.02,reject_not_near_tract_boundary,435.15761589076186
S2012150817,Montgomery,Kentsdale Dr,CO,3217.0,0.03,0.0,1.06,Kentsdale Dr - Between Md 191 & Tobin Cir,Bradley Blvd To Newbridge Dr,Urban,6.0,Minor Collector,1.0,North,2.0,F,12.23,62.33,57.68,42.32,3175.0,3140.0,3375.0,3330.0,3141.0,3461.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150817,-77.1714045265745,39.009125027695774,S,True,False,montgomery_dc_spatial,True,3175.0,3140.0,3375.0,3330.0,3141.0,3461.0,2.0,1.0,3217.0,12.23,62.33,1414,24031706005,24031,Census Tract 7060.05,reject_not_near_tract_boundary,238.05649210568214
B160087,Prince George's,Silver Hill Rd,MD,458.0,0.35,0.0,0.83,Md458-.10 Mi N Of Md414,Md 5 To Suitland Pkwy,Urban,3.0,Principal Arterial Other,1.0,South,5.0,F,7.85,50.76,52.95,47.05,41202.0,44280.0,44092.0,47380.0,44281.0,46941.0,683.0,https://maps.roads.maryland.gov/itms_public/?stationid=B160087,-76.94039076504232,38.84122683246509,B,True,False,pg_dc_spatial,True,41202.0,44280.0,44092.0,47380.0,44281.0,46941.0,5.0,1.0,458.0,7.85,50.76,688,24033801908,24033,Census Tract 8019.08,reject_not_near_tract_boundary,223.8962759873628
T0010,Montgomery,Intercounty Connector,MD,200.0,11.541,10.445,13.245,Md 200 - Between Md 182 & Md 650,Md 182 To Md 650,Urban,2.0,Principal Arterial Other Freeways and Expressways,1.0,West,6.0,C,12.9,55.0,50.0,50.0,56650.0,58146.0,63626.0,65263.0,60420.0,67898.0,,https://maps.roads.maryland.gov/itms_public/?stationid=T0010,-77.02806442875072,39.0898057638459,T,True,False,pg_montgomery_route;montgomery_dc_spatial;pg_montgomery_spatial,True,56650.0,58146.0,63626.0,65263.0,60420.0,67898.0,6.0,1.0,200.0,12.9,55.0,337,24031703212,24031,Census Tract 7032.12,reject_not_near_tract_boundary,185.5358115984509
B3307,Prince George's,Martin Luther King Jr Hwy,MD,704.0,0.2,0.0,1.51,Md704-.20 Mi E Of Wash Dc Line,Washington Dc/l To Sheriff Rd,Urban,3.0,Principal Arterial Other,1.0,East,5.0,F,7.93,58.67,51.56,48.44,19905.0,18430.0,21305.0,19720.0,18431.0,19541.0,338.0,https://maps.roads.maryland.gov/itms_public/?stationid=B3307,-76.90781299654773,38.89566519035384,B,True,False,pg_dc_route;pg_dc_spatial,True,19905.0,18430.0,21305.0,19720.0,18431.0,19541.0,5.0,1.0,704.0,7.93,58.67,508,24033802901,24033,Census Tract 8029.01,reject_not_near_tract_boundary,315.4811667230108
B160105,Prince George's,Tulip Grove Rd,MU,3010.0,0.2,0.0,0.64,Tulip Grove Rd-.20 Mi E Of Md197,Md 197 To Belair Dr,Urban,6.0,Minor Collector,1.0,West,3.0,F,9.38,65.54,51.05,48.95,2720.0,2701.0,2880.0,2861.0,2702.0,2972.0,55.0,https://maps.roads.maryland.gov/itms_public/?stationid=B160105,-76.75170038701134,38.96718214398928,B,True,False,pg_dc_spatial,True,2720.0,2701.0,2880.0,2861.0,2702.0,2972.0,3.0,1.0,3010.0,9.38,65.54,1363,24033800513,24033,Census Tract 8005.13,reject_not_near_tract_boundary,527.7293064509627
B3273,Prince George's,Old Silver Hill Rd,MD,414.0,5.25,5.149,5.639,Md414-.10 Mi E Of Md458,Md 458 To Md 5,Urban,5.0,Major Collector,1.0,West,3.0,F,7.75,53.44,51.17,48.83,10482.0,10393.0,11112.0,11023.0,10394.0,11434.0,439.0,https://maps.roads.maryland.gov/itms_public/?stationid=B3273,-76.94385240592169,38.8411048435055,B,True,False,pg_dc_spatial,True,10482.0,10393.0,11112.0,11023.0,10394.0,11434.0,3.0,1.0,414.0,7.75,53.44,688,24033801908,24033,Census Tract 8019.08,reject_not_near_tract_boundary,256.69979407598527
S2012150834,Montgomery,Westlake Dr                             ,CO,3439.0,0.54,0.46,1.17,Westlake Dr - .10 Mi North Of Westlake Terr,Westlake Terr To Tuckerman La,Urban,5.0,Major Collector,1.0,North,3.0,F,8.88,52.22,45.49,54.51,16305.0,14860.0,17285.0,15750.0,14861.0,16351.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150834,-77.14718787609586,39.02828701500523,S,True,False,montgomery_dc_spatial,True,16305.0,14860.0,17285.0,15750.0,14861.0,16351.0,3.0,1.0,3439.0,8.88,52.22,1329,24031706012,24031,Census Tract 7060.12,reject_not_near_tract_boundary,454.2396733911435
S2012150939,Montgomery,Cabin John Pkwy,MU,490.0,0.03,0.0,0.49,Cabin John Pkwy - Between Monroe St & Blandford St,Monroe St To Leverton Rd,Urban,5.0,Major Collector,1.0,West,2.0,F,10.13,60.83,37.99,62.01,1135.0,1050.0,1205.0,1110.0,1051.0,1161.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150939,-77.15243464461625,39.07535970688345,S,True,False,montgomery_dc_spatial,True,1135.0,1050.0,1205.0,1110.0,1051.0,1161.0,2.0,1.0,490.0,10.13,60.83,209,24031701001,24031,Census Tract 7010.01,reject_not_near_tract_boundary,276.96973355712475
S2012150945,Montgomery,W Edmonston Dr,MU,1010.0,0.58,0.0,0.65,W Edmonston Dr - Between Curtis Pl & Hardy Pl,Cabin John Pkwy To Wootton Pkwy,Urban,5.0,Major Collector,1.0,East,2.0,F,10.06,62.98,51.2,48.8,2335.0,2350.0,2485.0,2490.0,2351.0,2591.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150945,-77.1406524392661,39.07146583720705,S,True,False,montgomery_dc_spatial,True,2335.0,2350.0,2485.0,2490.0,2351.0,2591.0,2.0,1.0,1010.0,10.06,62.98,209,24031701001,24031,Census Tract 7010.01,reject_not_near_tract_boundary,245.65715427093133
B160123,Prince George's,Nightingale Dr                          ,CO,4092.0,0.4,0.0,0.43,Nightingale Dr-.03 Mi W Of Cipriano Rd,Road End To Cipriano Rd,Urban,7.0,Local,1.0,West,2.0,F,13.62,53.75,49.19,50.81,1112.0,1103.0,1182.0,1173.0,1104.0,1214.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B160123,-76.8556030999826,38.98210559054336,B,True,False,pg_dc_spatial;pg_montgomery_spatial,True,1112.0,1103.0,1182.0,1173.0,1104.0,1214.0,2.0,1.0,4092.0,13.62,53.75,310,24033806711,24033,Census Tract 8067.11,reject_not_near_tract_boundary,236.72597777029475
S2012150947,Montgomery,Fleet St,MU,1125.0,0.05,0.0,0.55,Fleet St - Between Maryland Ave & Monroe St,Maryland Ave To Mt Vernon Pl,Urban,5.0,Major Collector,1.0,West,4.0,F,10.18,57.84,55.1,44.9,10055.0,9770.0,10665.0,10360.0,9771.0,10751.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150947,-77.15052422804423,39.08090090872069,S,True,False,montgomery_dc_spatial,True,10055.0,9770.0,10665.0,10360.0,9771.0,10751.0,4.0,1.0,1125.0,10.18,57.84,195,24031700901,24031,Census Tract 7009.01,reject_not_near_tract_boundary,196.67393838477588
S2012150711,Montgomery,Bells Mill Rd                           ,CO,165.0,1.8,1.27,1.96,Bells Mill Rd - Between Deborah Dr & Seven Locks Rd,Gainsborough Rd To Seven Locks Rd,Urban,5.0,Major Collector,1.0,West,3.0,F,9.2,64.61,50.5,49.5,3775.0,3590.0,4005.0,3810.0,3591.0,3951.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150711,-77.16316790158218,39.03180158829995,S,True,False,montgomery_dc_spatial,True,3775.0,3590.0,4005.0,3810.0,3591.0,3951.0,3.0,1.0,165.0,9.2,64.61,1025,24031706010,24031,Census Tract 7060.10,reject_not_near_tract_boundary,194.08722983304153
B3342,Prince George's,Central Ave,MD,214.0,11.25,10.85,12.92,Md214-.40 Mi E Of Us301,Us 301 To Queen Anne Bridge Rd,Rural,4.0,Minor Arterial,1.0,East,3.0,F,9.87,69.18,48.56,51.44,7151.0,7112.0,7511.0,7472.0,7203.0,7493.0,345.0,https://maps.roads.maryland.gov/itms_public/?stationid=B3342,-76.71077341665301,38.89784485053809,B,True,False,pg_dc_route,True,7151.0,7112.0,7511.0,7472.0,7203.0,7493.0,3.0,1.0,214.0,9.87,69.18,1525,24033800507,24033,Census Tract 8005.07,reject_not_near_tract_boundary,647.4567890030326
S2012160523,Prince George's,Jericho Park Rd,MD,197.0,0.04,0.0,0.09,Md 197c - Between Jericho Park Rd & Md 197,Jericho Park Rd To Md 197,Urban,5.0,Major Collector,1.0,North,3.0,F,8.32,53.19,48.41,51.59,5765.0,10570.0,6115.0,11200.0,10571.0,11631.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012160523,-76.76236693418595,39.015579460677934,S,True,False,pg_dc_spatial,True,5765.0,10570.0,6115.0,11200.0,10571.0,11631.0,3.0,1.0,197.0,8.32,53.19,447,24033800410,24033,Census Tract 8004.10,reject_not_near_tract_boundary,1070.4614196199657
S2012150768,Montgomery,Persimmon Tree Rd,CO,781.0,2.1,1.99,3.54,Persimmon Tree Rd - .10 Mile North Of Bradley Blvd,Bradley Blvd To River Rd,Urban,5.0,Major Collector,1.0,South,2.0,F,10.89,78.77,43.33,56.67,2615.0,2440.0,2775.0,2590.0,2441.0,2691.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150768,-77.19067132868359,38.99822782991346,S,True,False,montgomery_dc_spatial,True,2615.0,2440.0,2775.0,2590.0,2441.0,2691.0,2.0,1.0,781.0,10.89,78.77,1389,24031706009,24031,Census Tract 7060.09,reject_not_near_tract_boundary,778.8614267302943
B160135,Prince George's,Woodyard Rd,MD,223.0,6.97,6.65,7.17,Md223-between Old Branch Ave/brandywine Rd & Pine View La,Brandywine Rd To Pine View La,Urban,4.0,Minor Arterial,1.0,North,4.0,C,6.64,56.62,50.46,49.54,26831.0,26592.0,28711.0,28452.0,24860.0,26350.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B160135,-76.89242940300272,38.766495350719865,B,True,False,pg_dc_spatial,True,26831.0,26592.0,28711.0,28452.0,24860.0,26350.0,4.0,1.0,223.0,6.64,56.62,680,24033801217,24033,Census Tract 8012.17,reject_not_near_tract_boundary,509.89587383764734
B2814,Montgomery,Great Falls Rd,MU,1281.0,5.6,5.05,5.7,Great Falls Rd-.10 Mi S Of Md28,Maryland Ave To W. Montgomery Ave,Urban,5.0,Major Collector,1.0,North,2.0,C,9.53,52.55,51.58,48.42,9504.0,9425.0,10074.0,9995.0,8830.0,9710.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B2814,-77.15827743185292,39.08300405005601,B,True,False,montgomery_dc_spatial,True,9504.0,9425.0,10074.0,9995.0,8830.0,9710.0,2.0,1.0,1281.0,9.53,52.55,212,24031701005,24031,Census Tract 7010.05,reject_not_near_tract_boundary,262.73358634207045
B150077,Montgomery,Clara Barton Pkwy,GV,6.0,6.19,3.37,6.39,Clara Barton Pkwy-.20 Mi N Of Washington Dc/l,Is 495x (cabin John Pkwy) To Wash Dc/l,Urban,2.0,Principal Arterial Other Freeways and Expressways,1.0,South,3.0,F,7.98,100.0,53.58,46.42,22300.0,22101.0,23860.0,23651.0,22102.0,23432.0,169.0,https://maps.roads.maryland.gov/itms_public/?stationid=B150077,-77.11936513474187,38.938549863871366,B,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,22300.0,22101.0,23860.0,23651.0,22102.0,23432.0,3.0,1.0,6.0,7.98,100.0,1392,24031705800,24031,Census Tract 7058,reject_not_near_tract_boundary,289.24942166474904
B150043,Montgomery,Ritchie Pkwy,MU,2592.0,0.1,0.0,0.47,Ritchie Pkwy-.10 Mi W Of Wooten Pkwy,Fleet St To W. Edmonston Dr,Urban,6.0,Minor Collector,1.0,West,2.0,F,9.02,68.51,38.37,61.63,3280.0,3251.0,3480.0,3451.0,3252.0,3582.0,88.0,https://maps.roads.maryland.gov/itms_public/?stationid=B150043,-77.1427994163884,39.0755058743566,B,True,False,montgomery_dc_spatial,True,3280.0,3251.0,3480.0,3451.0,3252.0,3582.0,2.0,1.0,2592.0,9.02,68.51,209,24031701001,24031,Census Tract 7010.01,reject_not_near_tract_boundary,198.88385547964782
B150067,Montgomery,Randolph Rd,CO,1659.0,2.02,1.76,2.28,Randolph Rd-.10 Mi E Of Md 586,Md 586 To Md 185,Urban,3.0,Principal Arterial Other,1.0,East,6.0,F,8.53,66.62,50.79,49.21,31352.0,30150.0,33552.0,32260.0,30151.0,31961.0,681.0,https://maps.roads.maryland.gov/itms_public/?stationid=B150067,-77.078309286683,39.05746513454996,B,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,31352.0,30150.0,33552.0,32260.0,30151.0,31961.0,6.0,1.0,1659.0,8.53,66.62,200,24031703401,24031,Census Tract 7034.01,reject_not_near_tract_boundary,341.88436000182503
S2012161211,Prince George's,Yellowwood La                           ,CO,5928.0,0.09,0.0,0.52,Yellowwood La - .10 Mi West Of Lottsford Vista Rd,Lottsford Vista Rd To Ardwick Ardmore Rd,Urban,5.0,Major Collector,1.0,East,2.0,F,8.81,61.94,50.28,49.72,4435.0,4710.0,4705.0,4990.0,4711.0,5181.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161211,-76.82364970103465,38.93051565560118,S,True,False,pg_dc_spatial;pg_montgomery_spatial,True,4435.0,4710.0,4705.0,4990.0,4711.0,5181.0,2.0,1.0,5928.0,8.81,61.94,454,24033803520,24033,Census Tract 8035.20,reject_not_near_tract_boundary,192.07667375645465
B160119,Prince George's,Arena Dr,CO,5342.0,0.33,0.0,0.86,Arena Dr-.10 Mi W Of Largo Center Dr,Md 202 To Md 202f (ahead),Urban,4.0,Minor Arterial,1.0,East,6.0,F,9.53,68.48,56.53,43.47,14672.0,13400.0,15702.0,14340.0,13401.0,14211.0,186.0,https://maps.roads.maryland.gov/itms_public/?stationid=B160119,-76.83935618502537,38.90331481548518,B,True,False,pg_dc_spatial,True,14672.0,13400.0,15702.0,14340.0,13401.0,14211.0,6.0,1.0,5342.0,9.53,68.48,472,24033803514,24033,Census Tract 8035.14,reject_not_near_tract_boundary,818.7292286337988
B3131,Prince George's,Branch Ave,MD,5.0,12.25,11.95,13.47,Md5-.30 Mi N Of Is95,Is 95 To Md 414,Urban,2.0,Principal Arterial Other Freeways and Expressways,1.0,South,6.0,C,7.17,62.17,52.48,47.52,61771.0,61222.0,66101.0,65512.0,71350.0,75630.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B3131,-76.92215206950455,38.82337166171705,B,True,False,pg_dc_route;pg_dc_spatial,True,61771.0,61222.0,66101.0,65512.0,71350.0,75630.0,6.0,1.0,5.0,7.17,62.17,1519,24033801905,24033,Census Tract 8019.05,reject_not_near_tract_boundary,362.2732964739367
S2012150826,Montgomery,Lyttonsville Rd,CO,3337.0,0.05,0.0,0.55,Lyttonsville Rd - .10 Mi North Of Grubb Rd,Grubb Rd To Maine Ave,Urban,5.0,Major Collector,1.0,North,2.0,F,10.04,57.87,53.09,46.91,9635.0,9555.0,10215.0,10135.0,9565.0,10525.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150826,-77.05411893528262,38.99576549624481,S,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,9635.0,9555.0,10215.0,10135.0,9565.0,10525.0,2.0,1.0,3337.0,10.04,57.87,342,24031702700,24031,Census Tract 7027,reject_not_near_tract_boundary,288.6308279120106
S2012150966,Montgomery,Park Rd                                 ,MU,2362.0,0.03,0.0,0.21,Park Rd - Between S Horners La & Seth Pl,S Horners La To Charles St,Urban,7.0,Local,1.0,South,2.0,F,10.34,60.87,49.27,50.73,415.0,400.0,445.0,420.0,401.0,441.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150966,-77.14228907808562,39.08682462877862,S,True,False,montgomery_dc_spatial,True,415.0,400.0,445.0,420.0,401.0,441.0,2.0,1.0,2362.0,10.34,60.87,1381,24031700902,24031,Census Tract 7009.02,reject_not_near_tract_boundary,421.2870698830855
B2987,Montgomery,Gaither Rd,CO,213.0,0.31,0.03,0.54,Gaither Rd-.10 Mi E Of Industrial Dr,Gaither Rd (back) To Shady Grove Rd,Urban,7.0,Local,1.0,West,2.0,F,9.11,61.38,50.78,49.22,9802.0,9713.0,10392.0,10303.0,9714.0,10694.0,997.0,https://maps.roads.maryland.gov/itms_public/?stationid=B2987,-77.18791801569397,39.117548907877065,B,True,False,montgomery_dc_spatial,True,9802.0,9713.0,10392.0,10303.0,9714.0,10694.0,2.0,1.0,213.0,9.11,61.38,894,24031700718,24031,Census Tract 7007.18,reject_not_near_tract_boundary,438.1790951286655
B3206,Prince George's,Indian Head Hwy,MD,210.0,13.45,13.132,13.97,Md210-.30 Mi N Of Is95,Is 95 To Livingston Rd,Urban,4.0,Minor Arterial,1.0,South,5.0,F,8.6,68.37,47.2,52.8,22365.0,25030.0,23935.0,26780.0,25031.0,26531.0,962.0,https://maps.roads.maryland.gov/itms_public/?stationid=B3206,-76.99842597751017,38.80792105532482,B,True,False,pg_dc_route;pg_dc_spatial,True,22365.0,25030.0,23935.0,26780.0,25031.0,26531.0,5.0,1.0,210.0,8.6,68.37,1569,24033801500,24033,Census Tract 8015,reject_not_near_tract_boundary,391.0664115994951
B150066,Montgomery,Gaither Rd,MU,1190.0,0.74,0.54,1.64,Gaither Rd-.20 Mi E Of Shady Grove Rd,Shady Grove Rd To W. Gude Dr,Urban,5.0,Major Collector,1.0,West,3.0,F,8.87,59.11,43.66,56.34,9332.0,9253.0,9892.0,9813.0,9254.0,10184.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B150066,-77.18021188180954,39.11606387926467,B,True,False,montgomery_dc_spatial,True,9332.0,9253.0,9892.0,9813.0,9254.0,10184.0,3.0,1.0,1190.0,8.87,59.11,894,24031700718,24031,Census Tract 7007.18,reject_not_near_tract_boundary,547.7308078744142
B160053,Prince George's,Lottsford Rd,CO,64.0,2.26,2.06,3.3,Lottsford Rd-.20 Mi W Of Md202,Md 202 To Largo Dr,Urban,4.0,Minor Arterial,1.0,West,4.0,F,9.8,61.74,49.86,50.14,12530.0,12421.0,13410.0,13291.0,12422.0,13172.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B160053,-76.84050906848798,38.91020388568703,B,True,False,pg_dc_spatial,True,12530.0,12421.0,13410.0,13291.0,12422.0,13172.0,4.0,1.0,64.0,9.8,61.74,472,24033803514,24033,Census Tract 8035.14,reject_not_near_tract_boundary,332.62420367165
S2012150973,Montgomery,Seven Locks Rd,MU,2730.0,6.55,6.23,6.91,Seven Locks Rd - .10 Mi South Of Wootton Pkwy,Seven Locks Rd (back) To Ent To Co Police,Urban,4.0,Minor Arterial,1.0,North,3.0,F,8.97,63.15,47.8,52.2,19675.0,18660.0,21055.0,19970.0,18661.0,19781.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150973,-77.16122069540602,39.06597902183868,S,True,False,montgomery_dc_spatial,True,19675.0,18660.0,21055.0,19970.0,18661.0,19781.0,3.0,1.0,2730.0,8.97,63.15,210,24031701002,24031,Census Tract 7010.02,reject_not_near_tract_boundary,340.658865450428
B3234,Prince George's,Baltimore Washington Pkwy,MD,295.0,0.5,0.0,1.65,Md295-.50 Mi N Of Us50,Us 50 To Md 202,Urban,2.0,Principal Arterial Other Freeways and Expressways,1.0,North,5.0,F,6.3,59.94,50.83,49.17,114120.0,113091.0,122110.0,121011.0,113092.0,119882.0,1542.0,https://maps.roads.maryland.gov/itms_public/?stationid=B3234,-76.93095907259998,38.9232870774884,B,True,False,pg_dc_route;pg_dc_spatial,True,114120.0,113091.0,122110.0,121011.0,113092.0,119882.0,5.0,1.0,295.0,6.3,59.94,1502,24033804300,24033,Census Tract 8043,reject_not_near_tract_boundary,246.24904601681902
B3339,Prince George's,Largo Rd,MD,202.0,4.14,2.93,4.35,Md202-.20 Mi S Of Md193,Town Farm Rd To Md 193,Urban,3.0,Principal Arterial Other,1.0,South,3.0,C,8.28,61.37,49.42,50.58,23111.0,22902.0,24731.0,24512.0,22760.0,24130.0,647.0,https://maps.roads.maryland.gov/itms_public/?stationid=B3339,-76.78124807786548,38.87188672514017,B,True,False,pg_dc_route;pg_dc_spatial,True,23111.0,22902.0,24731.0,24512.0,22760.0,24130.0,3.0,1.0,202.0,8.28,61.37,451,24033800607,24033,Census Tract 8006.07,reject_not_near_tract_boundary,334.72768288445434
B3179,Prince George's,Kenilworth Ave,MD,201.0,1.82,1.12,2.12,Md201-.30 Mi S Of Md450,Md 295 To Md 450,Urban,3.0,Principal Arterial Other,1.0,South,5.0,F,7.1,51.02,48.08,51.92,32692.0,33600.0,34982.0,35950.0,33601.0,35621.0,3002.0,https://maps.roads.maryland.gov/itms_public/?stationid=B3179,-76.93609247642647,38.93585023418754,B,True,False,pg_dc_route;pg_dc_spatial;pg_montgomery_spatial,True,32692.0,33600.0,34982.0,35950.0,33601.0,35621.0,5.0,1.0,201.0,7.1,51.02,1488,24033804002,24033,Census Tract 8040.02,reject_not_near_tract_boundary,249.08437223512092
B150042,Montgomery,E Gude Dr,MU,1295.0,3.59,3.03,3.69,E. Gude Dr-.10 Mi W Of Md28,E. Gude Dr (back) To Md 28,Urban,4.0,Minor Arterial,1.0,East,5.0,F,8.39,57.6,50.65,49.35,33300.0,33001.0,35630.0,35311.0,33002.0,34982.0,2691.0,https://maps.roads.maryland.gov/itms_public/?stationid=B150042,-77.13021236276452,39.0912095477651,B,True,False,montgomery_dc_spatial,True,33300.0,33001.0,35630.0,35311.0,33002.0,34982.0,5.0,1.0,1295.0,8.39,57.6,196,24031700903,24031,Census Tract 7009.03,reject_not_near_tract_boundary,519.6897671206827
B3164,Prince George's,Greenbelt Rd,MD,193.0,6.21,5.83,6.41,Md193-.20 Mi W Of Is95,Md 201 To Is 95,Urban,3.0,Principal Arterial Other,1.0,East,6.0,F,8.41,58.29,51.04,48.96,47762.0,49420.0,51112.0,52880.0,49421.0,52391.0,893.0,https://maps.roads.maryland.gov/itms_public/?stationid=B3164,-76.89320411729028,38.99593750336764,B,True,False,pg_montgomery_route;pg_dc_spatial;pg_montgomery_spatial,True,47762.0,49420.0,51112.0,52880.0,49421.0,52391.0,6.0,1.0,193.0,8.41,58.29,1378,24033806706,24033,Census Tract 8067.06,reject_not_near_tract_boundary,284.29095971910857
B150108,Montgomery,Tower Oaks Blvd,MU,2934.0,0.2,0.0,0.93,Tower Oak S Blvd-.20 Mi N Of Montrose Rd,Montrose Rd To Wootton Pkwy,Urban,5.0,Major Collector,1.0,South,4.0,F,8.7,81.2,25.26,74.74,11340.0,11241.0,12020.0,11921.0,11242.0,12372.0,509.0,https://maps.roads.maryland.gov/itms_public/?stationid=B150108,-77.15142528947818,39.057931276759874,B,True,False,montgomery_dc_spatial,True,11340.0,11241.0,12020.0,11921.0,11242.0,12372.0,4.0,1.0,2934.0,8.7,81.2,209,24031701001,24031,Census Tract 7010.01,reject_not_near_tract_boundary,225.89064772525907
S2012150972,Montgomery,Seth Pl                                 ,MU,2720.0,0.09,0.0,0.17,Seth Pl - Between Charles St & Park Rd,Charles St To Park Rd,Urban,6.0,Minor Collector,1.0,North,2.0,C,9.17,57.58,52.99,47.01,364.0,365.0,394.0,395.0,320.0,350.0,17.0,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150972,-77.14039665027717,39.08607022139195,S,True,False,montgomery_dc_spatial,True,364.0,365.0,394.0,395.0,320.0,350.0,2.0,1.0,2720.0,9.17,57.58,1381,24031700902,24031,Census Tract 7009.02,reject_not_near_tract_boundary,368.5820244050747
B3161,Prince George's,University Blvd,MD,193.0,2.52,2.22,3.435,Md193-.30 Mi E Of Adelphi Rd,Adelphi Rd To Metzerott Rd,Urban,3.0,Principal Arterial Other,1.0,East,4.0,F,8.43,54.89,51.11,48.89,32912.0,31450.0,35222.0,33650.0,31451.0,33341.0,777.0,https://maps.roads.maryland.gov/itms_public/?stationid=B3161,-76.95313365570676,38.99012270596834,B,True,False,pg_montgomery_route;pg_dc_spatial;pg_montgomery_spatial,True,32912.0,31450.0,35222.0,33650.0,31451.0,33341.0,4.0,1.0,193.0,8.43,54.89,1523,24033807200,24033,Census Tract 8072,reject_not_near_tract_boundary,301.615866386315
S2012161156,Prince George's,Greenmount Ave                          ,CO,2370.0,0.04,0.0,0.71,Greenmount Ave - Between Briggs Chaney Rd & Castleleigh Rd,Briggs Chaney Rd To Calverton Blvd,Urban,6.0,Minor Collector,1.0,South,2.0,F,9.34,55.52,51.01,48.99,2765.0,2860.0,2935.0,3030.0,2861.0,3151.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161156,-76.93586786975767,39.063098859256925,S,True,False,pg_dc_spatial;pg_montgomery_spatial,True,2765.0,2860.0,2935.0,3030.0,2861.0,3151.0,2.0,1.0,2370.0,9.34,55.52,183,24033807407,24033,Census Tract 8074.07,reject_not_near_tract_boundary,193.25509921723804
S2012161206,Prince George's,Belcrest Rd,CO,5678.0,0.45,0.25,0.83,Belcrest Rd - .10 Mi North Of Md 410,Md 410 East West Hwy To Co 232 Adelphi Rd,Urban,5.0,Major Collector,1.0,North,5.0,F,7.77,50.26,47.24,52.76,13125.0,13070.0,13915.0,13850.0,13071.0,14381.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161206,-76.95394140823385,38.96849442346738,S,True,False,pg_dc_spatial;pg_montgomery_spatial,True,13125.0,13070.0,13915.0,13850.0,13071.0,14381.0,5.0,1.0,5678.0,7.77,50.26,739,24033805908,24033,Census Tract 8059.08,reject_not_near_tract_boundary,199.4119083463719
B160134,Prince George's,Pennsylvania Ave,MD,4.0,8.87,8.43,9.07,Md4-.20 Mi S Of Old Marlboro Pike/westphalia Rd,Md 337 To Old Marlboro Pike/westphalia Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,1.0,South,5.0,C,6.66,52.34,55.2,44.8,52141.0,51672.0,55791.0,55292.0,53020.0,56200.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B160134,-76.85902666037875,38.83567782205487,B,True,False,pg_dc_route;pg_dc_spatial,True,52141.0,51672.0,55791.0,55292.0,53020.0,56200.0,5.0,1.0,4.0,6.66,52.34,1557,24033802201,24033,Census Tract 8022.01,reject_not_near_tract_boundary,659.3409157647028
